uai,school_name,school_level,code_commune,commune,epci_code,epci_nom,code_departement,departement,students_total,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
0621200T,Ecole primaire Jacques Prévert,École,62505,Leulinghen-Bernes,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,63,50.833032,1.712119,STOPAREA:62:7479,LEULINGHEN-BERNES - Mairie,bus,0.072,1,1,28,28
0622096S,Collège Jean Rostand,Collège,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,826,50.817259,1.7127,STOPAREA:62:7720,MARQUISE - Collège Jean Rostand,bus,0.045,1,6,5,102
0622143T,Collège privé Saint-Martin,Collège,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,359,50.812254,1.71369,STOPAREA:62:7721,MARQUISE - Gpe Sco Saint-Martin,bus,0.08,1,6,4,79
0623262J,Ecole maternelle Carrières,École,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,67,50.810242,1.71699,STOPAREA:62:7721,MARQUISE - Gpe Sco Saint-Martin,bus,0.256,1,3,4,13
0623896Y,Ecole primaire Pierre Mendès France,École,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,189,50.815786,1.70487,STOPAREA:62:7725,MARQUISE - Place,bus,0.095,3,7,66,106
0622645N,Ecole primaire privée Sainte Thérèse,École,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,255,50.813142,1.70591,STOPAREA:62:7723,MARQUISE - Mairie,bus,0.186,4,6,70,79
0621203W,Ecole élémentaire Des Carrières,École,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,104,50.809325,1.71892,STOPAREA:62:7721,MARQUISE - Gpe Sco Saint-Martin,bus | rail,0.426,1,2,4,39
0620131F,Lycée professionnel des Deux Caps,Lycée pro / BTS,62560,Marquise,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,196,50.816924,1.709929,STOPAREA:62:7720,MARQUISE - Collège Jean Rostand,bus,0.165,2,7,29,106
0624213T,Ecole élémentaire RPI 93,École,62636,Offrethun,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,22,50.785614,1.69062,STOPAREA:62:8939,WACQUINGHEN - Camping,,1.48,0,0,0,0
0624147W,Groupe Scolaire La Restusienne,École,62705,Rety,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,141,50.812263,1.7942,STOPAREA:62:8240,RETY - Rue Noire,bus,0.223,2,2,4,4
0623953K,Groupe scolaire Jacques Brel,École,62711,Rinxent,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,255,50.804932,1.73838,STOPAREA:62:8281,RINXENT - Roger Salengro,bus | rail,0.159,1,2,2,37
0620860Y,Ecole primaire RPI 105,École,62751,Saint-Inglevert,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,70,50.875626,1.74305,STOPAREA:62:8452,SAINT-INGLEVERT - R de Hauteville N°7,bus,0.118,1,2,26,52
0620861Z,Ecole élémentaire RPI 93,École,62867,Wacquinghen,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,14,50.782872,1.66726,STOPAREA:62:8940,WACQUINGHEN - Eglise - Cimetière,bus,0.125,2,2,28,28
0620863B,Ecole primaire La Scierie,École,62889,Wierre-Effroy,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,91,50.777322,1.737799,STOPAREA:62:8281,RINXENT - Roger Salengro,,3.199,0,0,0,0
0623462B,Ecole primaire mixte,École,62899,Wissant,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,37,50.885533,1.664189,STOPAREA:62:9052,WISSANT - Place du M. Leclerc,bus,0.227,1,1,39,39
0621582H,Ecole élémentaire RPI 44,École,62018,Aix-en-Issart,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,27,50.47548,1.85695,StopArea:OCE87317180,Brimeux,,3.588,0,0,0,0
0622859W,Ecole maternelle Charles de Gaulle RPI 139,École,62046,Aubin-Saint-Vaast,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,46,50.39579,1.97403,STOPAREA:62:5749,AUBIN-SAINT-VAAST - Mairie,bus | rail,0.071,4,4,54,54
0622097T,Collège Jean Rostand,Collège,62050,Auchy-lès-Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,160,50.403097,2.097081,StopArea:OCE87317230,Auchy-lès-Hesdin,bus | rail,0.848,0,2,0,31
0622539Y,Ecole maternelle,École,62050,Auchy-lès-Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,45,50.398819,2.09909,StopArea:OCE87317230,Auchy-lès-Hesdin,bus | rail,0.368,2,3,31,47
0623508B,Ecole élémentaire Emile Panet,École,62050,Auchy-lès-Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,77,50.403048,2.09778,StopArea:OCE87317230,Auchy-lès-Hesdin,bus | rail,0.823,0,2,0,31
0622435K,Collège Belrem,Collège,62100,Beaurainville,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,451,50.422938,1.897419,StopArea:OCE87317198,Beaurainville,bus | rail,0.158,2,4,47,82
0623143E,Ecole primaire,École,62100,Beaurainville,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,230,50.423743,1.90125,STOPAREA:62:5952,BEAURAINVILLE - Place de la Liberté,bus | rail,0.048,2,4,47,82
0623510D,Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) Simone Veil de BLANGY-SUR-TERNOISE,École,62138,Blangy-sur-Ternoise,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,146,50.421317,2.16823,STOPAREA:62:9602,BLANGY-SUR-TERNOISE - Ancienne Poste,bus | rail,0.051,3,3,23,23
0621583J,Ecole élémentaire RPI 140,École,62150,Boisjean,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,31,50.403901,1.7693,STOPAREA:62:9265,BOISJEAN - Ecole - Mairie,bus,0.068,2,2,8,8
0624200D,Ecole élémentaire RPI 150,École,62661,Bouin-Plumoison,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,22,50.382457,1.98486,STOPAREA:62:8088,BOUIN-PLUMOISON - Ecole,bus,0.01,1,3,32,64
0622465T,Ecole primaire RPI 42,École,62177,Brimeux,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,118,50.437533,1.850701,STOPAREA:62:6262,BRIMEUX - Petit Brimeux,bus,0.267,2,2,55,55
0623515J,Ecole primaire,École,62183,Buire-le-Sec,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,91,50.382248,1.831561,STOPAREA:62:6295,BUIRE-LE-SEC - Mairie - Ecole,bus,0.027,1,2,4,8
0622452D,Ecole primaire Le Chat Botté,École,62204,Campagne-lès-Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,176,50.397255,1.87929,STOPAREA:62:6398,CAMPAGNE-LES-HESDIN - Place Victor Morel,bus,0.203,1,2,17,29
0621976L,Ecole maternelle RPI 8,École,62212,Capelle-lès-Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,35,50.341251,1.999259,80:08781,REGNAUVILLE - Monument aux morts,,3.217,0,0,0,0
0621977M,Ecole élémentaire RPI 21,École,62219,Caumont,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,10,50.289377,2.029509,80:10167,BOUFFLERS - Arbre de la Liberté,,2.848,0,0,0,0
0622823G,Ecole élémentaire RPI 50,École,62220,Cavron-Saint-Martin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,13,50.417885,2.00496,STOPAREA:62:5748,AUBIN-SAINT-VAAST - Grand Place,,3.028,0,0,0,0
0621980R,Ecole élémentaire RPI 9,École,62222,Chériennes,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,19,50.313092,2.0381,80:08781,REGNAUVILLE - Monument aux morts,,1.805,0,0,0,0
0622544D,Ecole élémentaire RPI 139,École,62236,Contes,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,43,50.407203,1.96557,STOPAREA:62:6491,CONTES - Mairie,bus,0.135,1,1,6,6
0622009X,Ecole primaire RPI 10,École,62335,Fillièvres,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,76,50.319571,2.15783,STOPAREA:62:6905,FILLIEVRES - Ecole,bus,0.01,2,3,15,19
0622012A,Ecole élémentaire RPI 10,École,62365,Galametz,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,19,50.327362,2.136611,STOPAREA:62:7012,GALAMETZ - Mairie - Ecole,bus,0.088,2,2,16,16
0623374F,Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) de GOUY ST ANDRE,École,62382,Gouy-Saint-André,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,79,50.373365,1.903291,STOPAREA:62:7053,GOUY-SAINT-ANDRE - Mairie,bus,0.033,3,4,12,16
0622013B,Ecole primaire RPI 43,École,62388,Grigny,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,43,50.385372,2.0648,STOPAREA:62:7071,GRIGNY - Route d'Auchy,bus,0.62,0,2,0,20
0621983U,Ecole élémentaire RPI 8,École,62395,Guigny,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,21,50.332067,1.99871,80:08781,REGNAUVILLE - Monument aux morts,,2.279,0,0,0,0
0620099W,Collège des 7 Vallées,Collège,62447,Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,388,50.36993,2.039734,STOPAREA:62:7232,HESDIN - Coll des 7 Vallées,bus | rail,0.013,3,8,75,161
0622139N,Collège privé Notre-Dame,Collège,62447,Hesdin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,190,50.373404,2.035879,80:08547,HESDIN - Charles de Gaulle,bus | rail,0.177,4,8,110,142
0620360E,Ecole primaire,École,62447,Hesdin-la-Forêt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,151,50.371333,2.040295,STOPAREA:62:7232,HESDIN - Coll des 7 Vallées,bus | rail,0.162,3,8,75,161
0621998K,Ecole primaire RPI 147,École,62447,Hesdin-la-Forêt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,40,50.363576,2.04703,STOPAREA:62:8398,SAINTE-AUSTREBERTHE - Rue d'Abbeville,bus,0.373,1,2,14,17
0622974W,Ecole primaire de la Fontaine,École,62447,Hesdin-la-Forêt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,86,50.371901,2.04988,STOPAREA:62:7232,HESDIN - Coll des 7 Vallées,bus,0.741,0,2,0,17
0623477T,Ecole primaire privée Saint Joseph,École,62447,Hesdin-la-Forêt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,175,50.37383,2.036206,STOPAREA:62:7231,HESDIN - Charles de Gaulle,bus | rail,0.228,4,9,122,146
0621987Y,Ecole élémentaire de Huby-Saint-Leu RPI 150,École,62447,Hesdin-la-Forêt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,38,50.381242,2.036167,STOPAREA:62:7289,HUBY-SAINT-LEU - Mairie - Ecole,bus | rail,0.027,4,5,64,68
0621597Z,Ecole élémentaire de la Crequoise RPI 18,École,62449,Hesmond,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,23,50.453228,1.94762,STOPAREA:62:6489,CONTES - Chemin de Montreuil,,4.352,0,0,0,0
0622015D,Ecole primaire RPI 43,École,62647,Le Parcq,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,32,50.379374,2.099513,STOPAREA:62:9402,LE PARCQ - R du Bas Parcq N°7,,1.593,0,0,0,0
0622016E,Ecole élémentaire RPI 9,École,62677,Le Quesnoy-en-Artois,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,19,50.336073,2.04366,STOPAREA:62:8398,SAINTE-AUSTREBERTHE - Rue d'Abbeville,,3.228,0,0,0,0
0621598A,Ecole maternelle RPI 42,École,62501,Lespinoy,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,15,50.427018,1.87837,STOPAREA:62:7449,LESPINOY - Route Nationale,bus,0.26,1,1,33,33
0621599B,Ecole maternelle de la Crequoise RPI 18,École,62522,Loison-sur-Créquoise,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,19,50.437645,1.92681,STOPAREA:62:5952,BEAURAINVILLE - Place de la Liberté,,2.383,0,0,0,0
0621600C,Ecole élémentaire RPI 63,École,62538,Maintenay,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,42,50.366525,1.81263,STOPAREA:62:6298,BUIRE-LE-SEC - Rue de Riquefosse,,2.197,0,0,0,0
0623873Y,Ecole primaire André Fréville - Arc en Ciel RPI 150,École,62550,Marconnelle,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,121,50.375505,2.01816,STOPAREA:62:7677,MARCONNELLE - Place,bus,0.226,1,3,32,68
0621602E,Ecole élémentaire RPI 42,École,62551,Marenla,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,14,50.446352,1.86379,STOPAREA:62:6262,BRIMEUX - Petit Brimeux,,1.3,0,0,0,0
0623359P,Ecole primaire RPI 139,École,62552,Maresquel-Ecquemicourt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,55,50.410437,1.92725,STOPAREA:62:7687,MARESQUEL-ECQUEMICOURT - Route de Montreuil,bus | rail,0.029,2,3,40,73
0621994F,Ecole élémentaire RPI 8,École,62596,Mouriez,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,15,50.339501,1.94396,80:02629,DOMPIERRE-SUR-AUTHIE - Vierge Bleue,,4.512,0,0,0,0
0621606J,Ecole élémentaire de la Crequoise RPI 18,École,62635,Offin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,12,50.445312,1.941491,STOPAREA:62:6489,CONTES - Chemin de Montreuil,,3.526,0,0,0,0
0621997J,Ecole élémentaire RPI 8,École,62700,Regnauville,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,13,50.312964,2.014169,80:08781,REGNAUVILLE - Monument aux morts,bus,0.128,1,1,2,2
0622019H,Ecole élémentaire RPI 147,École,62749,Saint-Georges,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,18,50.358803,2.0865,STOPAREA:62:8440,SAINT-GEORGES - Mairie - Ecole,bus,0.007,1,3,12,36
0621610N,Ecole primaire RPI 63,École,62783,Saulchoy,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,50,50.34681,1.854229,80:02010,ARGOULES - Le Gros Tilleul,,1.439,0,0,0,0
0621611P,Ecole maternelle RPI 44,École,62787,Sempy,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,41,50.49341,1.87842,STOPAREA:62:6456,CLENLEU - Eglise,,3.305,0,0,0,0
0622938G,Ecole maternelle RPI 9,École,62834,Vacqueriette-Erquières,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,19,50.329134,2.07816,STOPAREA:62:8440,SAINT-GEORGES - Mairie - Ecole,,3.353,0,0,0,0
0622000M,Ecole élémentaire RPI 50,École,62871,Wambercourt,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,24,50.427847,2.02303,STOPAREA:62:8956,WAMIN - Int Rue de la Loge,,2.571,0,0,0,0
0622024N,Ecole maternelle RPI 50,École,62872,Wamin,200044030,Communauté de communes des 7 Vallées,62,62 - Pas-de-Calais,22,50.412047,2.05717,STOPAREA:62:8956,WAMIN - Int Rue de la Loge,bus,0.754,0,1,0,10
0620696V,Ecole élémentaire RPI 99,École,62009,Adinfer,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,23,50.194213,2.708619,STOPAREA:62:5510,ADINFER - Monument,bus,0.086,2,2,23,23
0624214U,Ecole maternelle RPI 26,École,62011,Agnez-lès-Duisans,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,45,50.306959,2.659089,STOPAREA:62:5514,AGNEZ-LES-DUISANS - Ecole,bus,0.028,1,1,21,21
0621897A,Ecole élémentaire RPI 97,École,62012,Agnières,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,20,50.351653,2.60629,StopArea:OCE87342246,Aubigny-en-Artois,bus | rail,0.987,0,1,0,20
0621895Y,Ecole primaire Brassens Gauguin,École,62045,Aubigny-en-Artois,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,139,50.350874,2.588919,StopArea:OCE87342246,Aubigny-en-Artois,bus | rail,0.341,1,1,20,20
0620475E,Ecole primaire Ferry-Verlaine,École,62063,Avesnes-le-Comte,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,169,50.277701,2.53298,STOPAREA:62:5836,AVESNES-LE-COMTE - Louis Mexandeau,bus,0.183,3,4,73,80
0622718T,Ecole primaire privée Notre-Dame,École,62063,Avesnes-le-Comte,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,74,50.275826,2.526211,STOPAREA:62:5837,AVESNES-LE-COMTE - Mairie,bus,0.108,3,4,59,80
0621900D,Ecole élémentaire RPI 123,École,62070,Bailleul-aux-Cornailles,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,36,50.371308,2.44357,StopArea:OCE87342303,Tincques,,4.172,0,0,0,0
0620698X,Ecole primaire La Fontaine RPI 57,École,62072,Bailleulmont,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,41,50.216072,2.61235,STOPAREA:62:5863,BAILLEULMONT - Eglise,bus,0.165,1,1,19,19
0620477G,Ecole élémentaire RPI 28,École,62086,Bavincourt,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,86,50.225322,2.56763,STOPAREA:62:5904,BAVINCOURT - Mairie,bus,0.072,1,1,7,7
0620479J,Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) des deux Sources de BERLENCOURT-LE-CAUROY,École,62111,Berlencourt-le-Cauroy,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,506,50.26578,2.426451,STOPAREA:62:9137,BERLENCOURT-LE-CAUROY - Rue des Platanes,bus,0.031,2,2,28,28
0621902F,Ecole élémentaire des Hauts de Scarpe RPI 14,École,62113,Berles-Monchel,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,67,50.345625,2.53729,StopArea:OCE87342253,Savy-Berlette,,1.736,0,0,0,0
0620702B,Ecole élémentaire La Fontaine RPI 57,École,62112,Berles-au-Bois,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,33,50.199179,2.62774,STOPAREA:62:9476,BERLES-AU-BOIS - Rue G. Camus N°7,bus,0.665,0,1,0,5
0620703C,Ecole primaire Jean Monnet,École,62115,Berneville,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,51,50.265737,2.6703,STOPAREA:62:10057,BERNEVILLE - Rue de Beautmetz,bus,0.099,1,2,17,34
0620637F,Ecole maternelle La Fontaine RPI 57,École,62130,Bienvillers-au-Bois,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,44,50.175029,2.619791,STOPAREA:62:6076,BIENVILLERS-AU-BOIS - Mairie,bus,0.042,1,1,13,13
0620704D,Ecole maternelle RPI 99,École,62135,Blairville,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,23,50.219696,2.71474,STOPAREA:62:6093,BLAIRVILLE - Monument,bus,0.229,2,2,27,27
0621903G,Ecole élémentaire RPI 16,École,62118,Béthonsart,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,15,50.374512,2.55076,STOPAREA:62:7762,MINGOVAL - Rue de l'Eglise,,1.828,0,0,0,0
0621904H,Ecole maternelle l'Orée du Ternois RPI 58,École,62199,Camblain-l'Abbé,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,37,50.370904,2.63448,STOPAREA:62:9610,CAMBLAIN-L'ABBE - Salle des Fêtes,bus,0.249,1,2,19,38
0621905J,Ecole élémentaire l'Orée du Ternois RPI 58,École,62198,Cambligneul,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,39,50.380293,2.6166,STOPAREA:62:6379,CAMBLIGNEUL - Rue Camblain l' Abbé,bus,0.147,1,2,19,31
0620679B,Ecole primaire Camille Corot,École,62279,Duisans,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,122,50.307061,2.68631,STOPAREA:62:6705,DUISANS - Place de l'Eglise,bus,0.22,1,2,21,42
0622650U,Ecole primaire privée Sainte Marie,École,62279,Duisans,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,146,50.307907,2.68321,STOPAREA:62:6705,DUISANS - Place de l'Eglise,bus,0.103,1,2,21,42
0624210P,Ecole élémentaire RPI 16,École,62362,Frévillers,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,13,50.396878,2.52242,STOPAREA:62:6430,CAUCOURT - Rue d'en Haut,,3.338,0,0,0,0
0621909N,Ecole primaire Camille Carton RPI 97,École,62363,Frévin-Capelle,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,42,50.350173,2.638543,StopArea:OCE87342212,Frévin-Capelle,bus | rail,0.504,0,1,0,18
0620710K,Ecole primaire publique RPI 28,École,62379,Gouy-en-Artois,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,51,50.249516,2.59346,STOPAREA:62:7048,GOUY-EN-ARTOIS - Mairie,bus,0.211,1,1,7,7
0620711L,Ecole élémentaire RPI 26,École,62399,Habarcq,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,43,50.305732,2.61186,STOPAREA:62:7103,HABARCQ - Rue d'Arras,bus,0.129,1,1,22,22
0624273H,Ecole élémentaire publique RPI 97,École,62415,Haute-Avesnes,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,20,50.330688,2.63599,STOPAREA:62:7140,HAUTE-AVESNES - Eglise - Ecole,bus,0.282,1,2,11,18
0620490W,Ecole élémentaire RPI 51,École,62418,Hauteville,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,22,50.273468,2.57311,STOPAREA:62:7147,HAUTEVILLE - Mairie,bus,0.019,2,2,12,12
0620713N,Ecole élémentaire RPI 99,École,62425,Hendecourt-lès-Ransart,200069482,Communauté de communes des Campagnes de l'Artois,62,62 - Pas-de-Calais,22,50.205379,2.732201,STOPAREA:62:7160,HENDECOURT-LES-RANSART - Rue d'Hendecordel,bus,0.127,1,1,15,15
