id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,type_utilisation,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,longitude,latitude,activites
E005I628650007,I628650007,Centre aquatique Aquatis,Salle de fitness,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,"Individuel(s),famille(s)",,,,,,,2.980227,50.332866,Gymnastique volontaire
E009I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Bassin reception rivière,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin de réception de toboggan,106,NNH171HDB4CR,"Individuel(s),famille(s)",10.0,3.0,30.0,1.2,1.2,,3.28562,49.83933,Baignade loisirs
E005I621930039,I621930039,Complexe Icéo,Bassin extérieur,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",,,155.0,0.7,1.2,,1.89623,50.95616,Baignade loisirs
E005I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin tonique,62510,Liévin,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,F8QHKT486WFE,"Individuel(s),famille(s),Scolaires,universités",,,150.0,0.6,1.0,,2.771494,50.416872,Baignade loisirs
E005I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Salle de cardio-training,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,"Individuel(s),famille(s)",,,,,,,2.029365,50.367088,Musculation
E005I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Bassin 25 m,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin sportif de natation,102,NNH171HDB4CR,"Individuel(s),famille(s),Autre - association(s) et groupes divers",25.0,10.0,250.0,1.2,1.2,,3.28562,49.83933,Aquagym | Baignade loisirs | Natation course sportive
E015I800210059,I800210059,Coliseum,Terrain de football (41 X 41),80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Multisports/City-stades,Multisports/City-stades,1701,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.28954,49.8949,Football / Football en salle (Futsal)
E013I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,6 tennis extérieurs 6,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,,,,,,,,2.81307,49.48812,
E013I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Boucle de Randonnée Sentier de la table aux fées,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Divers équipements Sports de nature,Boucle de randonnée,3012,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,2.582701,50.437009,Randonnée pédestre
E013I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°7,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.59609,50.519681,Tennis
E013I800210059,I800210059,Coliseum,Piste circulaire d'athlétisme,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Equipement d'athlétisme,Piste d'athlétisme isolée,1004,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.2891,49.89483,Course sur piste
E008I591830058,I591830058,PISCINE PAUL ASSEMAN,Boulodrome extérieur (allée Fenelon),59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Boulodrome,Terrain de boules,201,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,2.385272,51.047538,Pétanque et jeu provencal
E015I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Pistes de Marche Nordique,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Equipement & piste de ski,Domaine nordique,705,,"Individuel(s),famille(s),Scolaires,universités",,,,,,,2.582701,50.437009,Ski nordique (de fond)
E025I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis A,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.595761,50.51931,Tennis
E007I020710003,I020710003,"Camping ""La Croix du vieux Pont",Citystade couvert,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Multisports/City-stades,Multisports/City-stades,1701,,,,,,,,,3.128348,49.406191,Basket-Ball | Football / Football en salle (Futsal)
E007I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Bassin Thermo-ludique,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,NNH171HDB4CR,"Individuel(s),famille(s)",9.0,8.1,72.9,0.8,1.1,,3.28562,49.83933,Baignade loisirs
E014I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°8,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596331,50.519647,Tennis
E014I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Tir à l'Arc,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Pas de tir,Pas de tir à l'arc,1401,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.582701,50.437009,Tir à l'arc
E016I800210059,I800210059,Coliseum,Terrain de handball - basket,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Multisports/City-stades,Multisports/City-stades,1701,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.29007,49.89472,Basket-Ball | Handball / Mini hand / Handball de plage
E014I800210059,I800210059,Coliseum,Terrain de pétanque,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Boulodrome,Terrain de pétanque,202,,"Individuel(s),famille(s)",,,,,,,2.28918,49.89502,Pétanque et jeu provencal
E015I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°9,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596575,50.519618,Tennis
E018I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Golf miniature,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Parcours de golf,Practice,1205,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.583869,50.437608,Golf
E005I805700001,I805700001,Centre aquatique Alméo,Salle de fitness,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,KHW35W4AGF2D,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.49116,49.7673,Gymnastique Aérobic
E019I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Court de Tennis 2,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.584939,50.437221,Tennis
E006I800210059,I800210059,Coliseum,Gymnase,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Salle multisports,Salle multisports (gymnase),1901,SV51SDFKPJTJ,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.28889,49.89371,Badminton | Jeu de volant | Basket-Ball | Danses par Couple (Danses de compétition) | Football / Football en salle (Futsal) | Gymnastique Artistique | Handball / Mini hand / Handball de plage | Hockey en salle / Hockey sur gazon | Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley
E022I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°16,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596916,50.519931,Tennis
E021I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°15,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597671,50.519962,Tennis
E023I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°17,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597243,50.51989,Tennis
E024I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis - court central,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597318,50.51907,Tennis
E021I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Court de Tennis 4,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.58525,50.436685,Tennis
E008I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Bassin de reception Toboggan,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin de réception de toboggan,106,NNH171HDB4CR,"Individuel(s),famille(s)",10.0,6.0,60.0,1.2,1.2,,3.28562,49.83933,Baignade loisirs
E007I601590027,I601590027,Plaine des sports Zac Mercieres,Patinoire,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace sportive,1501,CWJD95YRV7K4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.78301,49.38909,Ballet sur glace / Danse sur glace / Patinage artistique | Hockey sur glace / Ringuette | Patinage synchronisé
E007I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,Terrain de football,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,,,,,,,,2.81418,49.48778,Football / Football en salle (Futsal)
E016I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°10,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596814,50.519587,Tennis
E016I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Parcours filet,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Divers équipements Sports de nature,Parcours Acrobatique en Hauteur/Site d'accrobranche,3003,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.581379,50.438346,Escalade dans les arbres
E017I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Disc golf,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Parcours de golf,Parcours d'initiation,1201,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.579169,50.437635,Golf
E017I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°11,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597139,50.519549,Tennis
E018I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°12,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.59738,50.519519,Tennis
E020I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Court de Tennis 3,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.585035,50.436684,Tennis
E019I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°13,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597624,50.519488,Tennis
E020I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°14,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.597424,50.51999,Tennis
E010I020710003,I020710003,"Camping ""La Croix du vieux Pont",Tir à l'Arc,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Pas de tir,Pas de tir à l'arc,1401,,,,,,,,,3.128348,49.406191,Tir à l'arc
E009I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,6 tennis extérieurs 2,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,,,,,,,,2.81307,49.48812,
E009I620480002,I620480002,COMPLEXE BASLY,PISCINE MUNICIPALE GRAND BASSIN,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin sportif de natation,102,9RRMZZNKVGSC,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,1.8,3.2,,2.468973,50.507511,Aquagym | Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
E009I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Mur d'Escalade,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Structure Artificielle d'Escalade,Structure Artificielle d'Escalade,2701,,"Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.582701,50.437009,Escalade
E009I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°3,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596887,50.518722,Tennis
E010I621930039,I621930039,Complexe Icéo,Fosse à plongeon,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Fosse à plongeon,104,,"Individuel(s),famille(s)",10.0,5.0,50.0,3.5,3.5,,1.895757,50.957163,Plongeon
E010I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Parcours VTT,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Divers équipements Sports de nature,Boucle de randonnée,3012,,,,,,,,,2.582701,50.437009,Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial
E010I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,Terrain de Tennis n°4,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.596644,50.518751,Tennis
E006I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Bassin reception de toboggan,02408,Laon,200043495,CA du Pays de Laon,02,Aisne,Centres urbains intermédiaires,"Piscine,Patinoire",Piscine | Patinoire,Bassin de natation,Bassin de réception de toboggan,106,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",7.0,5.0,35.0,1.5,1.5,,3.65153,49.566651,Baignade loisirs
E005I800010025,I800010025,Piscine : AQU'ABB,Salle de fitness,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,CP8V8GMPVN8B,"Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",,,,,,,1.83996,50.11069,Activités de forme et de santé | Autres Danses | Gymnastique volontaire
E004I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Jeremy Stravius,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",50.0,25.0,1250.0,0.0,2.0,,2.290417,49.87343,Baignade loisirs | Natation course sportive
E004I802530014,I802530014,Piscine municipale Centre Nautique Marc Revaux,Terrains de beach volley 2,80253,Doullens,200070951,CC du Territoire Nord Picardie,80,Somme,Petites villes,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,,,,,,,2.34517,50.15692,
E005I023610002,I023610002,Centre aquatique AQUOISIA,Salle de cours de fitness,02361,Guise,200071983,CC Thiérache Sambre et Oise,02,Aisne,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,,,,,,,,3.646796,49.906341,Activités de forme et de santé
E005I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,"Piscine, bassin 1",02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin sportif de natation,102,3YFJW8RK28YF,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.1,,3.8984,49.5666,Baignade loisirs | Natation course sportive
E008I800210059,I800210059,Coliseum,Salle d'haltérophilie,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Salle ou terrain spécialisé,Salle d'haltérophilie,2116,SV51SDFKPJTJ,"Clubs sportifs,comités,ligues,fédérations",,,,,,,2.28889,49.89371,Haltérophilie / Force athlétique | Musculation
E007I595990002,I595990002,Tourcoing les Bains,Bassin de reception Toboggan,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,Z472FH2KCM6B,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",10.0,6.0,60.0,0.8,1.0,,3.160383,50.724367,Baignade loisirs
E007I620480002,I620480002,COMPLEXE BASLY,PISTE D ATHLETISME,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement d'athlétisme,Stade d’athlétisme,1001,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,2.46826,50.506668,Course sur piste | Lancer
E011I020710003,I020710003,"Camping ""La Croix du vieux Pont",Mur d'escalade,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Structure Artificielle d'Escalade,Salle de blocs artificiels d'escalade,2702,,,,,,,,,3.128348,49.406191,Escalade
E012I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,6 tennis extérieurs 5,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,,,,,,,,2.81307,49.48812,Tennis
E012I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Boucle de Randonnée Sentier des Garinettes,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Divers équipements Sports de nature,Boucle de randonnée,3012,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,2.5827,50.43701,Randonnée pédestre
