id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,uai,survey_date,state_change_date,observation_installation,observation_equipement,handicap_access_types,transport_access_modes,opening_authorized_flag,erp_type,erp_category,year_service,service_period,last_major_works_date,last_major_works_period,last_major_works_year,last_major_works_motives,energy_sources,pmr_access_detail,sensory_access_detail,type_utilisation,free_access_flag,seasonal_only_flag,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,installation_out_of_service_flag,longitude,latitude,activites,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment
E004I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,DOJO Jeff Martin,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Salle de combat,Dojo / Salle d'arts martiaux,1801,G6D2HNB8SBFD,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,5,2013.0,A partir de 2005,,,,,Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,3.14376,50.65204,Judo / Jujitsu / Taïso,open_probable,Ouvert probable,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/horaires-des-piscines,2026-03-11,Forte,,1,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.
E004I591220022,I591220022,Stade Nautique Liberté,petit bassin,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,64XH6A4NK3FE,,2025-03-31,2024-04-24,,Mêmes aménagements complémentaires,Handicap moteur,Bus,1,X,2,2008.0,A partir de 2005,,,,,Gaz,"Cheminements,Douches",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,6.0,150.0,1.0,1.3,,0,3.2267,50.1723,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I591360007,I591360007,Duo Le Cateau,Pentagliss,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,,,2025-03-31,2024-09-26,,,,,0,,,,,,,,,,,,,0,0,,,0.0,,,,0,3.531986,50.095265,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I591830058,I591830058,PISCINE PAUL ASSEMAN,Dojo,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Salle de combat,Dojo / Salle d'arts martiaux,1801,1QRWDV52174Z,,2025-03-31,2024-09-19,Présence d'un bassin Scientifique de 5m*3m avec turbine et moyen d'analyse par caméra qui permet d'analyser la technique et la biomécanique du nageur dans les 4 nages,RAS,,,0,,,,1985-1994,2015,A partir de 2005,2015.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Cheminements",,"Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.38574,51.04771,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,open_probable,Ouvert probable,"Une visite guidée officielle programmée le 20 novembre 2025 ouvre la piscine Paul Asseman au public et à ses coulisses, ce qui confirme l'exploitation du site.",Dunkerque Tourisme,https://www.dunkerque-tourisme.fr/offres/fabuleuses-visites-piscine-paul-asseman-dunkerque-fr-6049194/,2026-03-16,Moyenne,,1,"Une visite guidée officielle programmée le 20 novembre 2025 ouvre la piscine Paul Asseman au public et à ses coulisses, ce qui confirme l'exploitation du site."
E004I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,Piste d'athlétisme,59273,Gravelines,245900428,CU de Dunkerque,59,Nord,Petites villes,Piscine,Piscine,Equipement d'athlétisme,Piste d'athlétisme isolée,1004,,,2025-03-31,2024-01-30,,RAS,Handicap moteur,,0,,,,1975-1984,,,,,,"Accueil,Aire de jeu,Cheminements,Douches,Vestiaires",,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,2.13884,50.98631,Course sur piste,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I595270004,I595270004,"Complexe Piscine, volley",PETIT BASSIN,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2020-01-08,,,,,1,X,4,,1965-1974,,,,,Gaz,,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,12.5,12.5,156.3,0.3,1.3,,0,3.05097,50.65892,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Lagune de jeux,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,3Q5B4JEKKNHT,,2025-03-31,2024-09-26,,,Handicap moteur,,1,X,3,2006.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,9.0,3.0,9.0,1.0,1.0,,0,2.64326,49.42945,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I602820009,I602820009,PISCINE AQUALIS,Bassin ludique extérieur,60282,Gouvieux,246000764,CC de l'Aire Cantilienne,60,Oise,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2011-06-16,,,Handicap moteur,Bus,1,X,3,2004.0,1995-2004,,,,,Gaz,Aire de jeu,,"Individuel(s),famille(s)",0,0,,,150.0,0.0,1.2,,0,2.43446,49.18919,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,Bassin de 33m,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2020-12-12,"Visite de l'enqueteur en 2010, pas d'éléments fournis car la continuité de l'activité du site est remise en question. Fiche à vérifier ulterieurement en cas de reprise ou cessation  d'activité.",,Handicap moteur,,0,,,,,,,,,,,,,0,0,33.0,12.0,396.0,,,,0,2.81426,49.488772,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I590090057,I590090057,PISCINE DU TRIOLO,SALLE DE MUSCULATION,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,ENSYV8BKBK35,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,3,,1995-2004,,,,,Gaz,"Accueil,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",0,0,,,,,,,0,3.147454,50.61376,Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I591360007,I591360007,Duo Le Cateau,Bassin ludique,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-09-26,,,,,0,,,2012.0,A partir de 2005,,,,,,,,,0,0,,,0.0,,,,0,3.531953,50.09544,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I592490005,I592490005,PISCINE MUNICIPALE,PETIT BASSIN,59249,Fourmies,200043404,CC du Sud Avesnois,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2024-01-30,,"Mêmes vestiaires, sanitaires, douches pour les 2 bassins. x",,,1,X,3,1974.0,1965-1974,1996,1995-2004,1996.0,,Gaz,"Cheminements,Douches",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,12.0,300.0,0.8,1.2,,0,4.05141,50.01923,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,SALLE DEMARTINICOURT,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,"Piscine,Complexe sportif",Piscine | Complexe sportif,Salle multisports,Salle multisports (gymnase),1901,,,2025-03-31,2024-04-24,Piscine entièrement refaite en 2012/2013,Dédié au club de basket-ball.,Handicap moteur,,1,X,5,1976.0,1975-1984,,,,,Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Vestiaires",,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,2.43986,51.0545,Basket-Ball | Handball / Mini hand / Handball de plage | Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,Petit bassin,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,XNGFA39SFAZB,,2025-03-31,2024-04-24,Un période de travaux prévu de Noël 2023 à Mai 2024. Un accès PMR est prévu.,63 vestiaires dont 5 collectifs. x,Handicap moteur,,1,X,3,1972.0,1965-1974,,,,,Gaz,,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,8.0,120.0,0.3,1.3,,0,3.01476,50.64371,Aquagym | Baignade loisirs,open_probable,Ouvert probable,"La page officielle de la piscine Marie-Wattel publie des horaires, tarifs et activités à jour.",Ville de Lomme,https://www.ville-lomme.fr/Culture-et-loisirs/Le-sport-a-Lomme/Piscine-Marie-Wattel,2026-03-11,Forte,,1,"La page officielle de la piscine Marie-Wattel publie des horaires, tarifs et activités à jour."
E003I594100005,I594100005,PISCINE MUNICIPALE,Bassin de reception Toboggan,59410,Mons-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,6JTSF3Z86QXT,,2025-03-31,2024-04-24,,capacité des vestiaires doublée depuis 2014. x,Handicap moteur,,1,X,3,2012.0,A partir de 2005,,,,,Autre,"Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,6.0,4.0,24.0,1.1,1.1,,0,3.106604,50.639779,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I595070005,I595070005,PISCINE MUNICIPALE,PETIT BASSIN,59507,Ronchin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,M5EQ9AH5QFTW,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,2,1972.0,1965-1974,2016,A partir de 2005,2016.0,Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,15.0,12.0,187.0,0.8,1.2,,1,3.09196,50.60282,Aquagym | Baignade loisirs,temporary_closed,Fermé temporairement / travaux,La Ville de Ronchin indique trois semaines avant le 11 mars 2026 que la piscine municipale est fermée et ne peut pas rouvrir avant le 1er mars 2026 au mieux.,Ville de Ronchin,https://ville-ronchin.fr/piscine-informations,2026-03-11,Forte,,1,La Ville de Ronchin indique trois semaines avant le 11 mars 2026 que la piscine municipale est fermée et ne peut pas rouvrir avant le 1er mars 2026 au mieux.
E003I601040007,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Bassin ludique,60104,Breteuil,200068005,CC de l'Oise Picarde,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-02-22,,Casiers: 217,Handicap moteur,,1,X,5,2007.0,A partir de 2005,2007,A partir de 2005,2007.0,,Electricité,"Aire de jeu,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,0,25.0,,204.0,0.8,1.2,,0,2.30057,49.6355,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I601390001,I601390001,PISCINE AQUATHELLE,Terrain de Beach-volley,60139,Chambly,200067973,CC Thelloise,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,2025-03-31,2024-09-26,,RAS,Handicap moteur,,0,,,2008.0,A partir de 2005,,,,,,"Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,0,,,,,,,0,2.25441,49.17192,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I601590027,I601590027,Plaine des sports Zac Mercieres,Terrains de football Merciére,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Terrain de grands jeux,Terrain de football,2802,,,2025-03-31,2024-04-24,RAS,RAS,Handicap moteur,Bus,0,,,,1975-1984,,,,,,,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,2.78243,49.38783,Football / Football en salle (Futsal),open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin animation,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,3Q5B4JEKKNHT,,2025-03-31,2024-09-26,,,Handicap moteur,,1,X,3,2006.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,13.0,6.0,36.0,1.2,1.4,,0,2.64326,49.42945,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I602820009,I602820009,PISCINE AQUALIS,Bassin sportif extérieur,60282,Gouvieux,246000764,CC de l'Aire Cantilienne,60,Oise,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2011-06-16,,,Handicap moteur,Bus,1,X,2,2004.0,1995-2004,,,,,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,8.0,200.0,1.2,1.8,,0,2.43446,49.18919,Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I620410045,I620410045,PISCINE ELIE DESBIN,Salle de musculation,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,FVQ6SY4SMJQ1,,2025-03-31,2024-04-24,,RAS,Handicap moteur,,0,,,,1995-2004,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Clubs sportifs,comités,ligues,fédérations",0,0,,,,,,,0,2.79391,50.28006,Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I021730004,I021730004,Espace Aquatique Oasis,Bassin toboggan,02173,Chauny,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,SXSJK8XT3WZB,,2025-03-31,2024-04-23,Parking commun avec les gymnases du Complexe des vélodromes,,Handicap moteur,,1,L | X,3,1994.0,1985-1994,,,,,Gaz,Aire de jeu,,"Individuel(s),famille(s)",0,0,6.0,4.0,24.0,0.7,1.1,,0,3.21247,49.61923,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I023340006,I023340006,Piscine,Terrain multisports,02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,02,Aisne,Bourgs ruraux,Piscine,Piscine,Multisports/City-stades,Multisports/City-stades,1701,,,2025-03-31,2024-04-23,Travaux ayant été subventionné par l'Agence National du Sport (ANS),Filet pour le volley à demander à l'accueil,Handicap moteur,Bus,0,,,2008.0,A partir de 2005,,,,,,Aire de jeu,,"Individuel(s),famille(s)",0,0,,,,,,,0,3.43639,49.96571,Basket-Ball | Football / Football en salle (Futsal) | Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,temporary_closed,Fermé temporairement / travaux,"La page officielle présente en mars 2026 le centre aquatique du Vermandois comme un site en rénovation, avec photos de chantier datées de janvier et mars 2026.",CC du Pays du Vermandois,https://cc-vermandois.com/centre-aquatique-du-vermandois,2026-03-16,Forte,,1,"La page officielle présente en mars 2026 le centre aquatique du Vermandois comme un site en rénovation, avec photos de chantier datées de janvier et mars 2026."
E003I023400001,I023400001,Piscine,Petite salle de musculation,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,Ceintures urbaines,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,BB2C4RPQF8KQ,,2025-03-31,2024-02-23,"10  places privées pour la piscine
parking non délimité le long de la route
Caneton",,Handicap moteur,,1,X,4,1978.0,1975-1984,,,,,Gaz,,,"Individuel(s),famille(s)",0,0,,,,,,,0,3.2914,49.83087,Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I023810011,I023810011,"Espace aquatique ""L'Ile Verte""",Bowling,02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,Petites villes,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Bowling,Bowling,301,,,2025-03-31,2024-01-30,,RAS,Handicap moteur,Bus,1,X,2,2003.0,1995-2004,,,,,Gaz,Aire de jeu,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",0,0,,,,,,,0,4.09963,49.92398,Bowling,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Aire de sports de glace ludique N°2,02408,Laon,200043495,CA du Pays de Laon,02,Aisne,Centres urbains intermédiaires,"Piscine,Patinoire",Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,9QB4BVH3SAVD,,2025-03-31,2024-04-23,,Surface d'évolution Cercle de 25m de diamètre communiquant avec l'aire N°1 par un etroit passage en glace,Handicap moteur,Bus,1,X,1,2003.0,1995-2004,,,,,Electricité | Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,3.65216,49.56711,Ballet sur glace / Danse sur glace / Patinage artistique,open_probable,Ouvert probable,La page horaires du Dôme affiche des créneaux publics réguliers,Le Dôme Laon,https://www.ledome-equalia.fr/tarifs-horaires/,2026-03-11,Moyenne,,1,La page horaires du Dôme affiche des créneaux publics réguliers
E003I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Salle de musculation,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,NNH171HDB4CR,,2025-03-31,2024-04-23,"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.",,Handicap moteur,Bus,1,X,3,2010.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s)",0,0,,,,,,,0,3.28562,49.83933,Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Passion Aventure,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Divers équipements Sports de nature,Parcours Acrobatique en Hauteur/Site d'accrobranche,3003,,,2025-03-31,2024-09-19,,1 parcours adultes avec 6 pistes1 parcours enfants avec 2 pistes. x,Handicap moteur | Handicap sensoriel,,1,PA,1,2004.0,1995-2004,,,,,,,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.580508,50.438447,Escalade dans les arbres,seasonal,Ouverture saisonnière,"Le Département indique pour l'été 2025 que la piscine du parc d'Olhain est ouverte en juillet-août sur deux créneaux horaires, ce qui confirme une ouverture saisonnière.",Département du Pas-de-Calais,https://www.pasdecalais.fr/cest-lete-au-parc-departemental-dolhain,2026-03-16,Forte,,1,"Le Département indique pour l'été 2025 que la piscine du parc d'Olhain est ouverte en juillet-août sur deux créneaux horaires, ce qui confirme une ouverture saisonnière."
E003I627580010,I627580010,Hélicéa,BASSIN LUDIQUE,62758,Saint-Martin-Boulogne,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,PPWF5ZKTKV2C,,2025-03-31,2024-09-26,,RAS,Handicap moteur,Bus,1,X,5,2005.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,0,30.0,10.0,100.0,0.9,1.3,,0,1.64395,50.731,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I023400001,I023400001,Piscine,Grande salle de musculation,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,Ceintures urbaines,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,BB2C4RPQF8KQ,,2025-03-31,2024-02-23,"10  places privées pour la piscine
parking non délimité le long de la route
Caneton",,Handicap moteur,,1,X,4,1978.0,1975-1984,,,,,Gaz,,,"Individuel(s),famille(s)",0,0,,,,,,,0,3.2914,49.83087,Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I026910012,I026910012,Piscine Jean Bouin,Terrain de Beach-Volley,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,2025-03-31,2024-01-30,"2 douches publiques + sanitaires publiques
La piscine possede un toit permettant de découvrir les 3 bassins
Jardin aquatique & natation prénatale",RAS,Handicap moteur,,0,,,2009.0,A partir de 2005,,,,,,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,0,,,,,,,0,3.30916,49.8537,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,open_probable,Ouvert probable,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable.",Agglomération du Saint-Quentinois,https://www.agglo-saintquentinois.fr/passionnante/les-piscines-et-espaces-aquatiques/la-piscine-jean-bouin-1148.html,2026-03-16,Forte,,1,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable."
E002I023810011,I023810011,"Espace aquatique ""L'Ile Verte""",Petit bassin,02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,Petites villes,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-01-30,,Bassin en partie extérieur et intérieur les 2 parties ont une porte. x,Handicap moteur,Bus,1,X | P,2,2003.0,1995-2004,,,,,Gaz,"Aire de jeu,Douches,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,45.0,20.0,400.0,0.6,1.2,,0,4.09963,49.92398,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I028100025,I028100025,Piscine Intercommunale de Villers-Cotterêts,Bassin intérieur,02810,Villers-Cotterêts,200071991,CC Retz-en-Valois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,R2FVMHPPR5EQ,,2025-03-31,2019-07-25,Caneton,Rénovation des sanitaires et vestiaires (accès PMR) en 2017/2018,Handicap moteur,Bus,1,X,3,1975.0,,2017,,2017.0,Inadaptation aux attentes des usagers,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,10.0,250.0,0.9,2.1,,0,3.087628,49.260515,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,La page municipale des équipements sportifs mentionne la piscine intercommunale de Villers-Cotterêts avec un lien direct vers ses horaires et tarifs.,Mairie de Villers-Cotterêts,https://www.mairie-villerscotterets.fr/sports-et-equipements-sportifs/,2026-03-16,Moyenne,,1,La page municipale des équipements sportifs mentionne la piscine intercommunale de Villers-Cotterêts avec un lien direct vers ses horaires et tarifs.
