id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,uai,survey_date,state_change_date,observation_installation,observation_equipement,handicap_access_types,transport_access_modes,opening_authorized_flag,erp_type,erp_category,year_service,service_period,last_major_works_date,last_major_works_period,last_major_works_year,last_major_works_motives,energy_sources,pmr_access_detail,sensory_access_detail,type_utilisation,free_access_flag,seasonal_only_flag,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,installation_out_of_service_flag,longitude,latitude,activites,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment
E001I626170019,I626170019,Piscine municipale,Grand bassin,62617,Nœux-les-Mines,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,6BCMXK6C25PG,,2025-03-31,2024-04-24,Prise de compétence agglomération en 2017,Changement de propriétaire et gestion EPCI au 01/01/2017,Handicap moteur,,1,X,3,1976.0,1975-1984,2015,A partir de 2005,2015.0,Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Cheminements,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.8,2.7,,0,2.67036,50.47213,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I627580010,I627580010,Hélicéa,PATINOIRE LUDIQUE,62758,Saint-Martin-Boulogne,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,PPWF5ZKTKV2C,,2025-03-31,2024-09-26,,RAS,Handicap moteur,Bus,1,X,1,2005.0,A partir de 2005,,,,,,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,1.64395,50.731,Ballet sur glace / Danse sur glace / Patinage artistique,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I627650014,I627650014,Base Nautique d'aviron,Base nautique d'aviron,62765,Saint-Omer,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Centres urbains intermédiaires,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Site d'activités aquatiques et nautiques,Stade d’aviron,2406,,,2025-03-31,2024-02-01,,RAS,,,0,,,,1995-2004,,,,,,Aire de jeu,,"Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.2626,50.75452,Aviron,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,salle maurice baude,59273,Gravelines,245900428,CU de Dunkerque,59,Nord,Petites villes,Piscine,Piscine,Salle multisports,Salle multisports (gymnase),1901,,,2025-03-31,2024-01-30,,RAS,Handicap moteur,,1,X,4,1973.0,1965-1974,2005,A partir de 2005,2005.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...),Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.13791,50.98606,Badminton | Jeu de volant | Basket-Ball | Football / Football en salle (Futsal) | Handball / Mini hand / Handball de plage | Tennis de table,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin d'apprentissage,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,N87HD4E2E758,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,2,2008.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,12.0,187.0,0.7,1.3,,1,2.9973,50.61523,Aquagym | Baignade loisirs,temporary_closed,Fermé temporairement / travaux,Fermeture anticipée au 1er septembre 2025 annoncée officiellement pour Neptunia.,Ville d'Haubourdin,https://www.haubourdin.fr/2025/08/19/fermeture-piscine-neptunia/,2026-03-11,Forte,,1,Fermeture anticipée au 1er septembre 2025 annoncée officiellement pour Neptunia.
E002I593030010,I593030010,Piscine des WEPPES,Bassin d'apprentissage,59303,Herlies,200093201,Métropole Européenne de Lille,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2020-03-18,,,Handicap moteur,,1,X,,2012.0,A partir de 2005,,,,,Gaz | Solaire,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,122.0,0.8,1.2,,0,2.854375,50.576812,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I593500108,I593500108,Piscine Olympique Marx Dormoy,Aviron Union Nautique,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,2401,,,2025-03-31,2024-04-24,,"L'évolution totale est de 20 km linéaire.
Sport pleine nature dans la région Nord Pad-de-Calais : canoë/ kayak, aviron, ski nautique.",,,0,X,,1981.0,1975-1984,,,,,,,,"Clubs sportifs,comités,ligues,fédérations",1,0,,,,,,,0,3.0334,50.63618,Aviron | Slalom,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I594100005,I594100005,PISCINE MUNICIPALE,Petit BASSIN,59410,Mons-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,6JTSF3Z86QXT,,2025-03-31,2024-04-24,,capacité vestiaires doublée depuis 2014. x,Handicap moteur,,1,X,3,2012.0,A partir de 2005,,,,,Autre,"Aire de jeu,Cheminements,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,12.8,11.0,140.3,1.3,1.3,,0,3.106604,50.639779,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I594840006,I594840006,Piscine du Sivah,Petit Bassin,59484,Quiévrechain,245901160,CA Valenciennes Métropole,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,4QYXH92T12XC,,2025-03-31,2024-04-24,,RAS,Handicap moteur | Handicap sensoriel,Bus,1,X | L,2,1977.0,1975-1984,2023,,2023.0,Dégâts liés à des dégradations ou à une catastrophe (nat. et ind.),Gaz | Autre,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires","Cheminements,Sanitaires,Signalétique,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,20.0,15.0,300.0,0.2,1.8,,0,3.66917,50.40058,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I595070005,I595070005,PISCINE MUNICIPALE,GRAND BASSIN,59507,Ronchin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,M5EQ9AH5QFTW,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,2,1972.0,1965-1974,2016,A partir de 2005,2016.0,Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.8,4.0,,1,3.09196,50.60282,Aquagym | Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre),temporary_closed,Fermé temporairement / travaux,La Ville de Ronchin indique trois semaines avant le 11 mars 2026 que la piscine municipale est fermée et ne peut pas rouvrir avant le 1er mars 2026 au mieux.,Ville de Ronchin,https://ville-ronchin.fr/piscine-informations,2026-03-11,Forte,,1,La Ville de Ronchin indique trois semaines avant le 11 mars 2026 que la piscine municipale est fermée et ne peut pas rouvrir avant le 1er mars 2026 au mieux.
E002I595120028,I595120028,Centre Nautique THALASSA,SALLE DE MUSCULATION,59512,Roubaix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,,2025-03-31,2024-04-24,"piscine actuellement fermée pour travaux, réouverture prévu au mieux fin 2026
Travaux subventionné par l'Agence National du Sport (ANS)",,,,1,X,2,1990.0,1985-1994,,,,,Gaz,"Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,3.16326,50.69134,Culturisme | Haltérophilie / Force athlétique | Musculation,temporary_closed,Fermé temporairement / travaux,Le site officiel indique que le centre nautique Thalassa est fermé temporairement pour travaux.,SIVU Thalassa,https://www.sivu-thalassa.fr/centre-nautique-thalassa-horaires-tarifs,2026-03-11,Forte,,1,Le site officiel indique que le centre nautique Thalassa est fermé temporairement pour travaux.
E004I023610002,I023610002,Centre aquatique AQUOISIA,Salle cadrio-training,02361,Guise,200071983,CC Thiérache Sambre et Oise,02,Aisne,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,,2025-03-31,2023-11-28,,,Handicap moteur,Bus,0,,,,,,,,,,,,,0,0,,,,,,,0,3.647676,49.906189,Activités de forme et de santé,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E004I805700001,I805700001,Centre aquatique Alméo,Bassin de balnéo (aquaforme),80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Bassin d'exercices aquatiques,803,KHW35W4AGF2D,,2025-03-31,2011-11-22,,"2 vestiaires collectifs avec cabines pour enseignants / locaux complémentaires : autre = local MNS, local du personnel / aménagement complémentaires : autre = jets massants, banquette bouillonnante",Handicap moteur,Bus,1,X,3,2008.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",0,0,,,73.0,0.8,1.2,,0,2.49116,49.7673,Aquagym,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,SALLE DE MUSCULATION,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,G6D2HNB8SBFD,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,2,1989.0,1985-1994,,,,,Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",0,0,,,,,,,0,3.14379,50.65196,Musculation,open_probable,Ouvert probable,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/horaires-des-piscines,2026-03-11,Forte,,1,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.
E003I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation sportive,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2018-02-23,"Piscine actuellement fermée pour travaux réouverture prévu deuxième semestre 2026
Travaux dans le cadre du plan 5000 équipements",Travaux dans le cadre du plan 5000 équipements,Handicap moteur,Bus,1,X,3,1994.0,1985-1994,2026,A partir de 2005,2026.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Autre,Vestiaires,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.8,1.8,,0,2.311935,49.91068,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Sauvetage en eau plate | Water-Polo,temporary_closed,Fermé temporairement / travaux,Amiens Métropole indique en novembre 2025 que la piscine Nautilus est en travaux avec premiers plongeons début 2027.,Amiens Métropole,https://www.amiens.fr/Actualites/Le-Nautilus-se-reinvente,2026-03-11,Forte,,1,Amiens Métropole indique en novembre 2025 que la piscine Nautilus est en travaux avec premiers plongeons début 2027.
E003I800210059,I800210059,Coliseum,Bassin ludique,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,76SPFQM9KSNP,,2025-03-31,2024-02-22,"Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.",5299 : bébé nageur,Handicap moteur,Bus,1,L | X,1,1996.0,1995-2004,2005,A partir de 2005,2005.0,Vétusté normale | remise à niveau,Gaz,"Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,213.0,0.4,1.5,,0,2.28886,49.89368,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I590170009,I590170009,Centre aquatique Calyssia,Bassin Ludique,59017,Armentières,200093201,Métropole Européenne de Lille,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,EG3MCZ8DCK7A,,2025-03-31,2024-01-30,,RAS,Handicap moteur,,1,X,3,2002.0,1995-2004,,,,,Electricité,"Accueil,Aire de jeu,Cheminements,Sanitaires","Aire de jeu,Sanitaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,200.0,0.6,1.2,,0,2.868,50.68855,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I800210162,I800210162,Centre Aquatique Amiens Metropole,bassin aquasport,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2024-09-26,"Snacking extérieur, parking vélo, ascenseur. Chauffage fournit par Amiens Energie, sources variées (gaz, bois)",espace clos pour ne pas déranger les bassins voisins,Handicap moteur,Bus,0,,,2019.0,A partir de 2005,,,,,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,0,12.0,10.0,120.0,,1.2,,0,2.290417,49.87343,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,SKATE PARK,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Skatepark & vélo Freestyle,Skatepark,2603,,,2025-03-31,2024-04-24,,,Handicap moteur,,0,,,1999.0,1995-2004,,,,,,"Aire de jeu,Cheminements",,"Individuel(s),famille(s)",1,0,,,,,,,0,3.14302,50.65226,Planche à roulettes (Skate) | Roller acrobatique,open_probable,Ouvert probable,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/horaires-des-piscines,2026-03-11,Forte,,1,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.
E001I590280009,I590280009,PISCINE MUNICIPALE,BASSIN SPORTIF,59028,Auby,200044618,CA Douaisis Agglo,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2015-09-29,"PREMIERE VISITE LE 19/03/2015, 2eme VISITE LE 24/09/2015 POUR RECUPERER LES INFORMATIONS MANQUANTES                                                 DISPOSE D'UNE PLAGE MINERALE EXTERIEURE DE 162m² (EN COURS DE TRAVAUX)",,,Bus,1,X,3,1976.0,1975-1984,2015,A partir de 2005,2015.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,10.0,250.0,1.1,2.2,,0,3.05825,50.41721,Natation course sportive,temporary_closed,Fermé temporairement / travaux,Le site municipal annonce le 22 janvier 2026 une fermeture temporaire pour problème technique sans date de réouverture.,Ville d'Auby,https://auby.fr/2026/01/22/la-piscine-municipale-temporairement-fermee-pour-un-probleme-technique/,2026-03-11,Forte,,1,Le site municipal annonce le 22 janvier 2026 une fermeture temporaire pour problème technique sans date de réouverture.
E001I590330010,I590330010,Complexe Aquatique l'Aiguade,Espace Remise en Forme,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,,2025-03-31,2019-04-13,Travaux dans le cadre du plan 5000 équipements,Travaux dans le cadre du plan 5000 équipements,Handicap moteur,,1,X,3,,1985-1994,2025,A partir de 2005,2025.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s)",0,0,,,,,,,0,3.835044,50.202904,Activités de forme et de santé,open_probable,Ouvert probable,La page publique de l'agglo présente l'Aiguade comme un équipement ouvert toute l'année avec horaires variés.,Agglomération Maubeuge Val de Sambre,https://agglo-maubeugevaldesambre.fr/au-quotidien/les-piscines/aiguade-aulnoye-aymeries/,2026-03-11,Moyenne,,1,La page publique de l'agglo présente l'Aiguade comme un équipement ouvert toute l'année avec horaires variés.
E001I591220021,I591220021,Piscine les Ondines,grand bassin,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,HVBFA19BCDJR,,2025-03-31,2024-04-24,,,Handicap moteur,Bus,1,X,4,1976.0,1975-1984,2009,A partir de 2005,2009.0,Vétusté normale | remise à niveau,Gaz,"Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,10.0,250.0,0.8,1.8,,0,3.258,50.16252,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I591220022,I591220022,Stade Nautique Liberté,Bassin compétition,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,64XH6A4NK3FE,,2025-03-31,2024-04-24,,8 vestiaires collectif et 40 cabines,Handicap moteur,Bus,1,X,2,2008.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,26.0,650.0,2.0,3.8,,0,3.2267,50.1723,Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Water-Polo,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I591360007,I591360007,Duo Le Cateau,Bassin sportif,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,SY2SVS6VZAQY,,2025-03-31,2024-09-26,,,,,0,,,2012.0,A partir de 2005,,,,,,,,"Individuel(s),famille(s)",0,0,25.0,15.0,375.0,1.8,2.0,,0,3.531953,50.09544,Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I591780040,I591780040,PISCINE DES GLACIS,BASSIN SPORTIF,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,RFGP5J279GC6,,2025-03-31,2024-04-24,LOGEMENT DE GARDIEN RETIRE EN SEPTEMBRE 2017,Chauffage : système de chauffage par le réseau d'assainissement. x,Handicap moteur,Tramway | Bus,1,X,3,1958.0,1945-1964,2017,1995-2004,2017.0,Vétusté normale | remise à niveau,Gaz | Autre,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,12.5,313.0,1.8,2.8,,0,3.08011,50.36233,Aquagym | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée en apnée | Tir sur cible subaquatique | Water-Polo,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I591780041,I591780041,PISCINE BEAU SOLEIL (TOURNESOL),BASSIN SPORTIF,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2024-01-30,,2 vestiaires pour le personnel. x                                                                                                                                                                                                                                               AQUAGYM + APNNE + TIR SUR CIBLE,,Bus,1,X,4,1978.0,1975-1984,2012,A partir de 2005,2012.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,10.0,250.0,0.8,2.0,,0,3.07069,50.37867,Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I592050005,I592050005,Piscine Maurice Thorez,Bassin sportif,59205,Escaudain,200042190,CA de la Porte du Hainaut,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,C244AWDGBAJ4,,2025-03-31,2024-04-24,,RAS,Handicap moteur,,1,X,3,2011.0,A partir de 2005,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,10.0,250.0,0.9,2.0,,0,3.337655,50.332477,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I592790009,I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,ESPACE REMISE EN FORME,59279,Halluin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,,2025-03-31,2024-04-25,,,Handicap moteur,Bus,1,X,4,1983.0,1975-1984,2015,A partir de 2005,2015.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires",Sanitaires,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,0,,,,,,,0,3.12983,50.77705,Activités de forme et de santé,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E001I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin sportif,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,N87HD4E2E758,,2025-03-31,2024-04-24,,,Handicap moteur,,1,X,2,2008.0,A partir de 2005,2008,A partir de 2005,2008.0,Vétusté normale | remise à niveau,Gaz | Autre,"Accueil,Aire de jeu,Cheminements,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,375.0,1.8,2.2,,1,2.99678,50.6145,Aquagym | Baignade loisirs | Natation course sportive,temporary_closed,Fermé temporairement / travaux,Fermeture anticipée au 1er septembre 2025 annoncée officiellement pour Neptunia.,Ville d'Haubourdin,https://www.haubourdin.fr/2025/08/19/fermeture-piscine-neptunia/,2026-03-11,Forte,,1,Fermeture anticipée au 1er septembre 2025 annoncée officiellement pour Neptunia.
E001I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Grand Bassin,59295,Hazebrouck,200040947,CC de Flandre Intérieure,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,9SY2RNRMXQ2C,,2025-03-31,2024-05-14,Gestion de l'équipement transférée de la municipalité (ville d'Hazebrouck) vers l'EPCI (Communauté de Communes de Flandre Intérieure) au 1er janvier 2023. La CCFI est également propriétaire et gestionnaire de la piscine intercommunale de Bailleul.,"Autre activité: Apprentissage de la natation - Niveau de pratique = Loisir, Entretien, Remise en forme / Scolaire / Entraînement. Nature du sol des plages: carrelage. Accessibilité personnes handicapées: true mais nécessite l'aide d'un agent pour le passage du pédiluve et l'utilisation de l'appareil d'aide à la mise à l'eau. Nombre de vestiaires: 2 vestiaires collectifs + 20 cabines individuelles. Date d'homologation préfectorale inconnue. x",Handicap moteur,Bus | Train,1,X,4,1974.0,1965-1974,2019,,2019.0,Vétusté normale | remise à niveau,Gaz,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,12.5,312.5,1.6,3.8,,0,2.53952,50.71974,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Plongée subaquatique (Plongée libre),closed,Fermé / hors service,Le procès-verbal municipal de mai 2025 indique explicitement que la piscine d'intérêt communautaire d'Hazebrouck est fermée définitivement depuis décembre 2024 pour raisons techniques.,Ville d'Hazebrouck,https://www.ville-hazebrouck.fr/download/file/13952?key=JveZPe3zsLqf%2FMFO4CyMjA%3D%3D,2026-03-16,Forte,,1,Le procès-verbal municipal de mai 2025 indique explicitement que la piscine d'intérêt communautaire d'Hazebrouck est fermée définitivement depuis décembre 2024 pour raisons techniques.
