code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_installation_id,nearest_installation,nearest_installation_commune,nearest_installation_epci,crow_distance_to_nearest_installation_km,drive_distance_to_nearest_installation_km,drive_time_to_nearest_installation_min
59482,Quesnoy-sur-Deûle,59,59 - Nord,200093201,Métropole Européenne de Lille,6863,14,0,2.Urbain intermédiaire,50.713,3.0063,I593780017,Piscine Municipale,Marcq-en-Barœul,Métropole Européenne de Lille,7.705,9.874,16.2
59487,Radinghem-en-Weppes,59,59 - Nord,200093201,Métropole Européenne de Lille,1404,9,0,3.Rural périurbain,50.6299,2.8988,I590170009,Centre aquatique Calyssia,Armentières,Métropole Européenne de Lille,6.877,12.669,14.59
59507,Ronchin,59,59 - Nord,200093201,Métropole Européenne de Lille,19436,88,2,1.Urbain dense,50.6034,3.0931,I595070005,PISCINE MUNICIPALE,Ronchin,Métropole Européenne de Lille,0.103,0.212,0.8
59508,Roncq,59,59 - Nord,200093201,Métropole Européenne de Lille,13873,104,1,1.Urbain dense,50.7453,3.1152,I595080005,PISCINE,Roncq,Métropole Européenne de Lille,1.295,1.486,3.96
59512,Roubaix,59,59 - Nord,200093201,Métropole Européenne de Lille,99507,389,1,1.Urbain dense,50.6887,3.1843,I595120028,Centre Nautique THALASSA,Roubaix,Métropole Européenne de Lille,1.487,2.142,4.99
59522,Sailly-lez-Lannoy,59,59 - Nord,200093201,Métropole Européenne de Lille,1936,11,0,2.Urbain intermédiaire,50.6458,3.227,I592990008,PISCINE DES TROIS VILLES,Hem,Métropole Européenne de Lille,3.465,4.081,10.0
59523,Sainghin-en-Mélantois,59,59 - Nord,200093201,Métropole Européenne de Lille,2844,39,0,2.Urbain intermédiaire,50.5856,3.1632,I590090057,PISCINE DU TRIOLO,Villeneuve-d'Ascq,Métropole Européenne de Lille,3.314,4.653,8.67
59524,Sainghin-en-Weppes,59,59 - Nord,200093201,Métropole Européenne de Lille,5663,28,0,2.Urbain intermédiaire,50.5564,2.8972,I593030010,Piscine des WEPPES,Herlies,Métropole Européenne de Lille,3.782,6.54,10.9
59527,Saint-André-lez-Lille,59,59 - Nord,200093201,Métropole Européenne de Lille,12909,72,2,1.Urbain dense,50.6599,3.0415,I595270004,"Complexe Piscine, volley",Saint-André-lez-Lille,Métropole Européenne de Lille,0.635,0.938,2.98
59550,Salomé,59,59 - Nord,200093201,Métropole Européenne de Lille,3116,13,0,3.Rural périurbain,50.5381,2.8361,I593030010,Piscine des WEPPES,Herlies,Métropole Européenne de Lille,4.494,5.101,7.6
59553,Santes,59,59 - Nord,200093201,Métropole Européenne de Lille,5656,23,0,2.Urbain intermédiaire,50.588,2.9561,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Haubourdin,Métropole Européenne de Lille,4.141,6.273,14.39
59560,Seclin,59,59 - Nord,200093201,Métropole Européenne de Lille,13011,38,0,2.Urbain intermédiaire,50.5453,3.0268,I596480018,Piscine ZEN & O,Wattignies,Métropole Européenne de Lille,4.89,5.806,8.89
59566,Sequedin,59,59 - Nord,200093201,Métropole Européenne de Lille,4722,15,0,1.Urbain dense,50.6252,2.9887,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Haubourdin,Métropole Européenne de Lille,1.3,2.489,5.21
59585,Templemars,59,59 - Nord,200093201,Métropole Européenne de Lille,3630,8,0,1.Urbain dense,50.5705,3.059,I596480018,Piscine ZEN & O,Wattignies,Métropole Européenne de Lille,2.435,3.971,7.86
59598,Toufflers,59,59 - Nord,200093201,Métropole Européenne de Lille,3964,20,0,1.Urbain dense,50.6608,3.2324,I592990008,PISCINE DES TROIS VILLES,Hem,Métropole Européenne de Lille,2.662,3.949,9.79
59599,Tourcoing,59,59 - Nord,200093201,Métropole Européenne de Lille,99160,324,5,1.Urbain dense,50.721,3.1577,I595990002,Tourcoing les Bains,Tourcoing,Métropole Européenne de Lille,0.416,0.442,0.7
59602,Tressin,59,59 - Nord,200093201,Métropole Européenne de Lille,1390,18,0,2.Urbain intermédiaire,50.6196,3.1897,I590090057,PISCINE DU TRIOLO,Villeneuve-d'Ascq,Métropole Européenne de Lille,3.039,4.047,7.29
59609,Vendeville,59,59 - Nord,200093201,Métropole Européenne de Lille,1615,9,0,2.Urbain intermédiaire,50.5731,3.0805,I591970005,SWIM CENTER PEVELE,Ennevelin,CC Pévèle-Carembault,7.103,10.571,10.53
59611,Verlinghem,59,59 - Nord,200093201,Métropole Européenne de Lille,2678,19,0,2.Urbain intermédiaire,50.682,2.9965,I593280017,Piscine Municipale,Lambersart,Métropole Européenne de Lille,4.071,4.801,8.85
59009,Villeneuve-d'Ascq,59,59 - Nord,200093201,Métropole Européenne de Lille,62342,809,3,1.Urbain dense,50.6362,3.1619,I590090058,CENTRE NAUTIQUE BABYLONE,Villeneuve-d'Ascq,Métropole Européenne de Lille,2.177,4.086,7.72
59636,Wambrechies,59,59 - Nord,200093201,Métropole Européenne de Lille,10984,56,0,1.Urbain dense,50.6983,3.0449,I593780017,Piscine Municipale,Marcq-en-Barœul,Métropole Européenne de Lille,4.641,6.456,10.33
59643,Warneton,59,59 - Nord,200093201,Métropole Européenne de Lille,233,3,0,3.Rural périurbain,50.7466,2.966,I590170009,Centre aquatique Calyssia,Armentières,Métropole Européenne de Lille,9.453,12.191,16.61
59646,Wasquehal,59,59 - Nord,200093201,Métropole Européenne de Lille,20674,81,2,1.Urbain dense,50.6726,3.1296,I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,Wasquehal,Métropole Européenne de Lille,0.515,0.704,2.11
59648,Wattignies,59,59 - Nord,200093201,Métropole Européenne de Lille,15756,27,1,1.Urbain dense,50.5862,3.0389,I596480018,Piscine ZEN & O,Wattignies,Métropole Européenne de Lille,0.262,0.364,0.96
59650,Wattrelos,59,59 - Nord,200093201,Métropole Européenne de Lille,40881,147,0,1.Urbain dense,50.7125,3.2159,I595990002,Tourcoing les Bains,Tourcoing,Métropole Européenne de Lille,4.101,5.737,9.53
59653,Wavrin,59,59 - Nord,200093201,Métropole Européenne de Lille,7777,44,0,2.Urbain intermédiaire,50.5735,2.9356,I593030010,Piscine des WEPPES,Herlies,Métropole Européenne de Lille,5.748,8.877,11.78
59656,Wervicq-Sud,59,59 - Nord,200093201,Métropole Européenne de Lille,5446,8,0,2.Urbain intermédiaire,50.7602,3.0495,I595080005,PISCINE,Roncq,Métropole Européenne de Lille,5.294,8.084,11.29
59658,Wicres,59,59 - Nord,200093201,Métropole Européenne de Lille,562,11,0,2.Urbain intermédiaire,50.5691,2.8668,I593030010,Piscine des WEPPES,Herlies,Métropole Européenne de Lille,1.227,2.707,5.78
59660,Willems,59,59 - Nord,200093201,Métropole Européenne de Lille,2969,10,0,2.Urbain intermédiaire,50.6322,3.2314,I592990008,PISCINE DES TROIS VILLES,Hem,Métropole Européenne de Lille,4.914,6.33,13.11
60173,Cramoisy,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,804,7,0,2.Urbain intermédiaire,49.2489,2.395,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,5.922,7.986,19.19
60175,Creil,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,36494,273,1,1.Urbain dense,49.2557,2.4841,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,0.963,1.439,3.65
60391,Maysel,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,214,1,0,3.Rural périurbain,49.2529,2.3683,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,7.75,11.162,20.25
60414,Montataire,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,13944,142,0,1.Urbain dense,49.2629,2.4302,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,3.202,5.173,9.53
60463,Nogent-sur-Oise,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,21859,384,0,1.Urbain dense,49.2764,2.4644,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,1.803,1.937,3.72
60551,Rousseloy,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,283,1,0,3.Rural périurbain,49.2968,2.3944,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,6.997,15.356,15.65
60584,Saint-Leu-d'Esserent,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,4576,27,0,2.Urbain intermédiaire,49.2247,2.4061,I602820009,PISCINE AQUALIS,Gouvieux,CC de l'Aire Cantilienne,4.444,7.837,13.95
60589,Saint-Maximin,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,3153,4,0,2.Urbain intermédiaire,49.2262,2.4552,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,4.164,5.375,17.51
60601,Saint-Vaast-lès-Mello,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,1009,8,0,2.Urbain intermédiaire,49.2773,2.4037,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,5.413,9.086,20.72
60635,Thiverny,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,1061,4,0,2.Urbain intermédiaire,49.2451,2.4295,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,3.727,5.352,12.38
60684,Villers-Saint-Paul,60,60 - Oise,200068047,Communauté d'agglomération Creil Sud Oise,6500,122,0,1.Urbain dense,49.2889,2.492,I601750010,Piscine municipale,Creil,CA Creil Sud Oise,3.305,6.333,8.74
60023,Armancourt,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,531,1,0,2.Urbain intermédiaire,49.37,2.7656,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,2.469,6.864,13.15
60070,Bienville,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,489,1,0,3.Rural périurbain,49.4474,2.8245,I606890002,CENTRE DES SPORTS RIMBERLIEU,Villers-sur-Coudun,CC du Pays des Sources,4.659,6.074,9.5
60067,Béthisy-Saint-Martin,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,992,1,0,2.Urbain intermédiaire,49.2895,2.8083,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,11.224,14.985,20.9
60068,Béthisy-Saint-Pierre,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,3133,5,0,2.Urbain intermédiaire,49.3053,2.8027,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,9.426,12.851,18.53
60151,Choisy-au-Bac,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,3386,30,0,2.Urbain intermédiaire,49.4422,2.8956,I606360002,PISCINE GEORGES BONICHOT,Thourotte,CC des Deux Vallées,4.407,8.061,11.47
60156,Clairoix,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,2220,27,0,2.Urbain intermédiaire,49.4411,2.8438,I606360002,PISCINE GEORGES BONICHOT,Thourotte,CC des Deux Vallées,4.602,10.218,9.94
60159,Compiègne,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,40808,377,4,2.Urbain intermédiaire,49.4006,2.8547,I601590032,PISCINE HIVER AVENUE D'HUY,Compiègne,CA de la Région de Compiègne et de la Basse Automne,2.711,3.658,5.71
60323,Janville,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,635,2,0,2.Urbain intermédiaire,49.4539,2.8576,I606360002,PISCINE GEORGES BONICHOT,Thourotte,CC des Deux Vallées,2.903,3.505,6.31
60325,Jaux,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,2240,18,0,2.Urbain intermédiaire,49.3948,2.7703,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,1.118,5.01,8.64
60326,Jonquières,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,600,3,0,3.Rural périurbain,49.3997,2.7332,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,3.793,6.267,6.55
60337,Lachelle,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,807,2,0,3.Rural périurbain,49.4334,2.7483,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,5.53,7.901,11.27
60338,Lacroix-Saint-Ouen,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,5175,47,0,2.Urbain intermédiaire,49.3575,2.7961,I601590032,PISCINE HIVER AVENUE D'HUY,Compiègne,CA de la Région de Compiègne et de la Basse Automne,5.135,6.413,8.53
60402,Le Meux,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,2310,18,0,2.Urbain intermédiaire,49.3661,2.7452,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,3.745,6.846,7.79
60382,Margny-lès-Compiègne,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,8700,66,0,2.Urbain intermédiaire,49.4315,2.8046,I601590032,PISCINE HIVER AVENUE D'HUY,Compiègne,CA de la Région de Compiègne et de la Basse Automne,3.451,4.915,10.45
60447,Néry,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,646,1,0,3.Rural périurbain,49.2734,2.7714,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,12.892,15.675,19.67
60579,Saint-Jean-aux-Bois,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,341,11,0,3.Rural périurbain,49.3473,2.8905,I601590032,PISCINE HIVER AVENUE D'HUY,Compiègne,CA de la Région de Compiègne et de la Basse Automne,8.034,10.311,12.81
60597,Saint-Sauveur,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,1752,6,0,2.Urbain intermédiaire,49.3284,2.7999,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,6.858,11.464,17.82
60600,Saint-Vaast-de-Longmont,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,647,3,0,2.Urbain intermédiaire,49.2934,2.743,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,11.028,18.456,38.01
60578,Saintines,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,1062,4,0,2.Urbain intermédiaire,49.3006,2.7707,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,9.88,12.781,17.88
60665,Venette,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,2776,13,0,2.Urbain intermédiaire,49.4207,2.7839,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,3.515,7.399,13.06
60667,Verberie,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,3858,11,0,2.Urbain intermédiaire,49.3074,2.7386,I601590027,Plaine des sports Zac Mercieres,Compiègne,CA de la Région de Compiègne et de la Basse Automne,9.636,14.338,15.48
60674,Vieux-Moulin,60,60 - Oise,200067965,Communauté d'agglomération de la Région de Compiègne et de la Basse Automne,600,12,0,3.Rural périurbain,49.3905,2.9279,I601590032,PISCINE HIVER AVENUE D'HUY,Compiègne,CA de la Région de Compiègne et de la Basse Automne,8.101,9.19,10.52
60009,Allonne,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1737,9,0,2.Urbain intermédiaire,49.3952,2.1157,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,4.119,7.583,10.44
60026,Auchy-la-Montagne,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,561,0,0,3.Rural périurbain,49.5742,2.121,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Breteuil,CC de l'Oise Picarde,14.625,16.179,17.98
60029,Auneuil,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,2895,2,0,3.Rural périurbain,49.3709,1.991,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,8.771,11.958,15.81
60030,Auteuil,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,553,0,0,3.Rural périurbain,49.3458,2.0914,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,8.757,11.56,15.73
60703,Aux Marais,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,911,1,0,2.Urbain intermédiaire,49.4065,2.0414,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,3.437,6.476,9.19
60041,Bailleul-sur-Thérain,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,2328,0,0,3.Rural périurbain,49.3846,2.229,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,2.927,5.409,10.06
60057,Beauvais,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,55906,157,7,2.Urbain intermédiaire,49.4425,2.0877,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,1.133,2.36,5.3
60063,Berneuil-en-Bray,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,819,0,0,3.Rural périurbain,49.3584,2.0558,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,7.531,9.3,13.93
60081,Bonlier,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,472,2,0,3.Rural périurbain,49.4735,2.1489,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,4.634,6.693,8.81
60103,Bresles,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,4032,6,2,3.Rural périurbain,49.4124,2.2463,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,0.423,0.881,1.78
60178,Crèvecœur-le-Grand,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,3458,17,0,3.Rural périurbain,49.6103,2.0861,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,11.688,13.553,15.64
60243,Fontaine-Saint-Lucien,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,176,0,0,3.Rural périurbain,49.5046,2.1502,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,7.133,9.213,13.1
60250,Fouquenies,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,405,0,0,3.Rural périurbain,49.4651,2.0329,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,4.671,9.495,15.66
60251,Fouquerolles,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,297,0,0,3.Rural périurbain,49.4583,2.2105,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,6.076,6.853,8.13
60253,Francastel,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,499,5,0,3.Rural périurbain,49.591,2.1449,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Breteuil,CC de l'Oise Picarde,12.259,13.558,14.89
60264,Frocourt,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,522,1,0,3.Rural périurbain,49.3796,2.0827,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,4.965,5.945,9.0
60277,Goincourt,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1582,1,0,2.Urbain intermédiaire,49.4254,2.0354,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,3.252,5.086,8.59
60290,Guignecourt,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,386,3,0,3.Rural périurbain,49.4872,2.1308,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,4.745,6.237,11.33
60302,Haudivillers,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,767,1,0,3.Rural périurbain,49.4866,2.2406,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,8.677,10.071,12.65
60310,Herchies,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,588,1,0,3.Rural périurbain,49.4836,2.0039,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,7.422,10.6,12.46
60313,Hermes,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,2510,0,0,3.Rural périurbain,49.3592,2.2563,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,5.551,7.059,11.0
60328,Juvignies,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,297,2,0,3.Rural périurbain,49.5222,2.0912,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,7.834,9.823,12.13
60454,La Neuville-en-Hez,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,954,0,0,3.Rural périurbain,49.3875,2.3286,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,6.455,10.769,11.66
60559,La Rue-Saint-Pierre,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,860,0,0,3.Rural périurbain,49.4129,2.2945,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,3.575,4.4,7.46
60336,Lachaussée-du-Bois-d'Écu,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,184,0,0,3.Rural périurbain,49.5616,2.1751,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Breteuil,CC de l'Oise Picarde,12.219,14.942,17.5
60339,Lafraye,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,350,1,0,3.Rural périurbain,49.4944,2.2129,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,9.824,11.18,12.93
60355,Laversines,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1133,1,0,3.Rural périurbain,49.4255,2.193,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,4.237,5.507,8.16
60230,Le Fay-Saint-Quentin,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,529,1,0,3.Rural périurbain,49.4517,2.251,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,4.806,5.724,7.29
60428,Le Mont-Saint-Adrien,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,648,4,0,3.Rural périurbain,49.449,2.014,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,5.531,7.152,15.7
60608,Le Saulchoy,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,105,0,0,3.Rural périurbain,49.6316,2.1346,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Breteuil,CC de l'Oise Picarde,11.961,15.583,16.62
60366,Litz,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,370,1,0,4.Rural non périurbain,49.4278,2.3284,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,6.363,9.14,9.07
60372,Luchy,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,670,3,0,3.Rural périurbain,49.5511,2.1166,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,11.163,13.236,14.47
60376,Maisoncelle-Saint-Pierre,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,178,1,0,3.Rural périurbain,49.5144,2.1194,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,7.198,10.948,12.08
60390,Maulers,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,341,1,0,3.Rural périurbain,49.5428,2.1649,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,11.337,14.923,17.61
60403,Milly-sur-Thérain,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1878,6,0,3.Rural périurbain,49.507,2.0116,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,8.562,10.782,10.56
60442,Muidorge,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,135,1,0,3.Rural périurbain,49.5329,2.1329,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,9.444,14.26,17.4
60461,Nivillers,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,211,0,0,3.Rural périurbain,49.4515,2.1664,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,5.22,7.24,8.79
60490,Pierrefitte-en-Beauvaisis,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,365,0,0,3.Rural périurbain,49.4722,1.9733,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,9.398,11.356,18.89
60523,Rainvillers,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,892,7,0,3.Rural périurbain,49.4066,1.9976,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,6.297,10.666,16.15
60542,Rochy-Condé,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,999,1,0,3.Rural périurbain,49.4063,2.191,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,3.953,7.066,11.35
60549,Rotangy,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,233,0,0,3.Rural périurbain,49.5836,2.0899,I602860002,PISCINE OCEANE,Grandvilliers,CC de la Picardie Verte,13.613,16.053,19.3
60530,Rémérangles,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,209,0,0,3.Rural périurbain,49.447,2.2911,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,5.392,6.478,8.65
60576,Saint-Germain-la-Poterie,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,454,0,0,3.Rural périurbain,49.4406,1.9752,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,7.817,10.344,17.52
60583,Saint-Léger-en-Bray,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,376,0,0,3.Rural périurbain,49.3875,2.0253,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,5.703,7.906,11.46
60586,Saint-Martin-le-Nœud,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1080,1,0,3.Rural périurbain,49.3972,2.0574,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,3.432,4.203,6.37
60591,Saint-Paul,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1612,3,0,3.Rural périurbain,49.4287,1.9839,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,6.992,9.372,17.37
60609,Savignies,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,926,3,0,3.Rural périurbain,49.4626,1.9589,I600570060,Piscine Aldebert Bellier,Beauvais,CA du Beauvaisis,9.761,11.75,16.46
60628,Therdonne,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1175,2,0,3.Rural périurbain,49.4238,2.1544,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,6.804,7.641,9.54
60639,Tillé,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1294,2,0,3.Rural périurbain,49.4669,2.1204,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,2.534,3.513,5.22
60646,Troissereux,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,1364,6,0,3.Rural périurbain,49.4849,2.0556,I600570045,Aquaspace,Beauvais,CA du Beauvaisis,4.62,7.506,9.64
60663,Velennes,60,60 - Oise,200067999,Communauté d'agglomération du Beauvaisis,238,0,0,3.Rural périurbain,49.4724,2.1887,I601030008,PISCINE INTERCOMMUNALE,Bresles,CA du Beauvaisis,8.195,9.207,10.66
