code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_installation_id,nearest_installation,nearest_installation_commune,nearest_installation_epci,crow_distance_to_nearest_installation_km,drive_distance_to_nearest_installation_km,drive_time_to_nearest_installation_min
02001,Abbécourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,513,9,0,2.Urbain intermédiaire,49.5997,3.1824,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,3.068,3.885,9.44
02002,Achery,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,586,1,0,4.Rural non périurbain,49.6935,3.3974,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,6.732,9.452,16.85
02014,Amigny-Rouy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,710,9,0,4.Rural non périurbain,49.6111,3.3059,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,6.792,10.167,12.78
02016,Andelain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,211,4,0,4.Rural non périurbain,49.6428,3.3686,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,1.8,5.12,8.56
02017,Anguilcourt-le-Sart,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,281,2,0,4.Rural non périurbain,49.6971,3.424,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,8.268,13.486,17.4
02041,Autreville,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,791,13,0,4.Rural non périurbain,49.5878,3.2378,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,3.943,4.518,7.18
02056,Beaumont-en-Beine,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,172,2,0,4.Rural non périurbain,49.6876,3.1317,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,9.571,11.803,13.64
02059,Beautor,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2625,6,2,2.Urbain intermédiaire,49.6472,3.3361,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,0.654,1.421,5.0
02074,Bertaucourt-Epourdon,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,586,7,0,3.Rural périurbain,49.6283,3.3988,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,4.335,6.637,10.07
02086,Bichancourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,989,2,0,4.Rural non périurbain,49.5787,3.2135,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,4.507,6.647,10.39
02122,Brie,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,54,0,0,3.Rural périurbain,49.5992,3.4722,I020370001,Complexe sportif,Aulnois-sous-Laon,CA du Pays de Laon,10.236,13.357,16.42
02081,Béthancourt-en-Vaux,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,425,7,0,4.Rural non périurbain,49.6274,3.1376,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,5.469,7.965,11.94
02139,Caillouël-Crépigny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,459,8,0,4.Rural non périurbain,49.6174,3.1226,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,6.477,9.708,10.88
02145,Caumont,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,546,0,0,4.Rural non périurbain,49.6374,3.173,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,3.488,4.111,5.84
02165,Charmes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1596,7,0,2.Urbain intermédiaire,49.6524,3.3834,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,3.012,5.652,9.5
02173,Chauny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,11456,95,3,2.Urbain intermédiaire,49.6185,3.2192,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,0.492,0.71,1.46
02207,Commenchon,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,219,3,0,4.Rural non périurbain,49.6415,3.1488,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,5.212,6.731,9.49
02212,Condren,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,682,1,0,2.Urbain intermédiaire,49.6332,3.2767,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,4.88,6.621,8.46
02222,Courbes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,39,0,0,4.Rural non périurbain,49.6804,3.4567,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,9.09,12.054,17.01
02260,Danizy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,624,3,0,2.Urbain intermédiaire,49.6658,3.4037,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,4.959,8.488,16.35
02262,Deuillet,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,202,2,0,4.Rural non périurbain,49.6271,3.3571,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,2.108,4.503,7.93
02329,Fourdrain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,414,1,0,3.Rural périurbain,49.617,3.4569,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,8.689,10.771,13.35
02335,Fressancourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,171,1,0,3.Rural périurbain,49.629,3.4289,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,6.359,8.355,11.03
02336,Frières-Faillouël,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,976,5,0,4.Rural non périurbain,49.6841,3.2366,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,7.419,11.641,12.89
02362,Guivry,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,239,2,0,4.Rural non périurbain,49.6504,3.1196,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,7.533,9.839,11.34
02304,La Fère,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2860,3,0,2.Urbain intermédiaire,49.6683,3.3694,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,3.282,5.757,9.43
02546,La Neuville-en-Beine,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,191,0,0,4.Rural non périurbain,49.6759,3.1583,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,7.411,9.671,12.53
02431,Liez,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,383,1,0,4.Rural non périurbain,49.6933,3.3002,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,6.317,8.354,13.37
02456,Manicamp,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,306,4,0,4.Rural non périurbain,49.5653,3.1805,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,6.424,10.856,14.56
02461,Marest-Dampcourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,342,4,0,4.Rural non périurbain,49.5942,3.1488,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,5.366,6.853,8.47
02473,Mayot,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,213,0,0,3.Rural périurbain,49.7093,3.3962,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,8.192,11.201,21.35
02474,Mennessis,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,407,1,0,4.Rural non périurbain,49.6915,3.2726,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,9.128,12.517,14.79
02492,Monceau-lès-Leups,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,434,3,0,3.Rural périurbain,49.6621,3.4813,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,10.112,14.973,22.7
02542,Neuflieux,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,78,2,0,4.Rural non périurbain,49.6173,3.1596,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,3.815,5.09,6.35
02566,Ognes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1113,16,0,2.Urbain intermédiaire,49.616,3.1897,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,1.679,2.501,3.28
02599,Pierremande,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,249,1,0,4.Rural non périurbain,49.5662,3.2535,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,6.597,7.233,10.85
02631,Quierzy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,419,2,0,4.Rural non périurbain,49.5638,3.1466,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,7.78,11.421,13.27
02651,Rogécourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,94,0,0,3.Rural périurbain,49.6493,3.4141,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,5.106,9.804,14.37
02680,Saint-Gobain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2313,10,0,4.Rural non périurbain,49.5966,3.394,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,6.392,9.402,14.47
02685,Saint-Nicolas-aux-Bois,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,116,0,0,3.Rural périurbain,49.6005,3.4391,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,8.402,12.137,16.72
02716,Servais,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,290,0,0,4.Rural non périurbain,49.6194,3.3422,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,2.731,6.019,10.22
02719,Sinceny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1988,19,0,4.Rural non périurbain,49.5931,3.2668,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,4.875,7.7,11.25
02738,Tergnier,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,13261,37,0,2.Urbain intermédiaire,49.6562,3.2949,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,3.766,4.747,9.99
02746,Travecy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,683,4,0,4.Rural non périurbain,49.685,3.3454,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,4.567,5.548,13.36
02754,Ugny-le-Gay,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,186,5,0,4.Rural non périurbain,49.6623,3.1569,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,6.241,7.161,9.45
02788,Versigny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,467,0,0,3.Rural périurbain,49.6571,3.4435,I020590004,Piscine Lucien Lahaye,Beautor,CA Chauny-Tergnier-La Fère,7.335,10.908,13.78
02807,Villequier-Aumont,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,675,2,0,4.Rural non périurbain,49.66,3.1991,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,4.635,5.546,7.39
02820,Viry-Noureuil,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1682,17,0,2.Urbain intermédiaire,49.6355,3.2483,I021730004,Espace Aquatique Oasis,Chauny,CA Chauny-Tergnier-La Fère,3.152,3.436,5.39
02003,Acy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1013,13,0,3.Rural périurbain,49.3476,3.4188,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,21.908,26.943,28.87
02043,Bagneux,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,62,0,0,3.Rural périurbain,49.4595,3.2776,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,12.315,16.625,19.99
02064,Belleu,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,3624,9,0,2.Urbain intermédiaire,49.3597,3.3439,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,16.329,19.424,22.7
02564,Bernoy-le-Château,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,840,2,0,3.Rural périurbain,49.32,3.3067,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,17.215,23.113,32.31
02089,Billy-sur-Aisne,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1141,4,0,3.Rural périurbain,49.3555,3.3753,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,18.638,24.005,28.36
02175,Chavigny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,159,0,0,3.Rural périurbain,49.4229,3.309,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,13.149,17.023,24.55
02226,Courmelles,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1831,3,0,2.Urbain intermédiaire,49.3456,3.2994,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,18.043,21.681,22.06
02243,Crouy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,3041,7,0,2.Urbain intermédiaire,49.4073,3.3684,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,17.299,25.118,23.97
02245,Cuffies,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1760,8,0,2.Urbain intermédiaire,49.4086,3.3197,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,13.779,16.925,22.48
02253,Cuisy-en-Almont,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,358,0,0,3.Rural périurbain,49.422,3.2452,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,8.592,11.53,17.07
02398,Juvigny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,286,0,0,3.Rural périurbain,49.4488,3.3178,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,14.474,20.244,23.62
02424,Leury,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,102,0,0,3.Rural périurbain,49.4246,3.3415,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,15.502,20.278,27.7
02477,Mercin-et-Vaux,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,945,6,0,3.Rural périurbain,49.3675,3.2693,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,17.758,21.998,17.12
02485,Missy-aux-Bois,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,98,2,0,3.Rural périurbain,49.3353,3.2491,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,14.37,17.873,13.88
02576,Osly-Courtil,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,325,0,0,3.Rural périurbain,49.4,3.2363,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,7.76,8.638,11.56
02593,Pasly,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1061,2,0,3.Rural périurbain,49.4017,3.2969,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,12.13,14.796,20.05
02607,Ploisy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,97,0,0,3.Rural périurbain,49.332,3.2735,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,15.656,20.304,18.48
02610,Pommiers,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,738,7,0,2.Urbain intermédiaire,49.3936,3.2805,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,11.012,12.242,16.3
02706,Septmonts,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,571,2,0,3.Rural périurbain,49.3375,3.3641,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,21.804,26.523,28.24
02711,Serches,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,277,4,0,3.Rural périurbain,49.3322,3.4492,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,24.536,30.208,33.1
02714,Sermoise,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,347,0,0,3.Rural périurbain,49.3717,3.4463,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,23.239,28.36,29.88
02722,Soissons,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,28667,95,0,2.Urbain intermédiaire,49.3766,3.3235,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,14.404,18.369,21.05
02770,Vauxbuin,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,771,0,0,2.Urbain intermédiaire,49.3577,3.2957,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,18.565,21.734,17.87
02767,Vauxrezis,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,325,0,0,3.Rural périurbain,49.4213,3.2747,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,10.671,15.261,20.17
02780,Venizel,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1333,6,0,3.Rural périurbain,49.369,3.395,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,19.642,24.64,25.72
02805,Villeneuve-Saint-Germain,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,2585,5,0,2.Urbain intermédiaire,49.3809,3.3595,I020710003,"Camping ""La Croix du vieux Pont",Berny-Rivière,CC Retz-en-Valois,16.872,21.981,23.81
02828,Vregny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,90,0,0,3.Rural périurbain,49.4142,3.4189,I024080034,Le dôme - Centre aquatique & patinoire,Laon,CA du Pays de Laon,23.914,28.027,22.43
02023,Armentières-sur-Ourcq,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,98,2,0,4.Rural non périurbain,49.1731,3.3916,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,11.743,13.588,17.32
02042,Azy-sur-Marne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,370,1,0,3.Rural périurbain,49.0061,3.3575,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,7.25,10.216,17.05
02051,Barzy-sur-Marne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,399,2,0,4.Rural non périurbain,49.09,3.5586,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,9.536,17.754,34.92
02062,Belleau,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,133,1,0,3.Rural périurbain,49.0803,3.3036,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,6.524,8.665,12.53
02083,Beuvardes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,741,3,0,4.Rural non périurbain,49.1278,3.4884,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,9.76,15.291,21.14
02094,Blesmes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,473,2,0,2.Urbain intermédiaire,49.0258,3.4628,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,7.162,9.188,13.66
02098,Bonneil,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,376,2,0,4.Rural non périurbain,49.0077,3.3476,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,7.363,11.1,17.54
02099,Bonnesvalyn,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,207,2,0,4.Rural non périurbain,49.1235,3.3273,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,7.765,12.548,18.4
02105,Bouresches,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,187,1,0,3.Rural périurbain,49.0665,3.3191,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,5.239,9.528,18.0
02114,Brasles,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1711,13,0,2.Urbain intermédiaire,49.0579,3.4195,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,2.335,4.185,7.47
02125,Brumetz,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,179,0,0,3.Rural périurbain,49.1124,3.1528,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,18.05,22.051,38.54
02127,Bruyères-sur-Fère,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,195,0,0,4.Rural non périurbain,49.1994,3.445,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,15.185,19.596,25.9
02119,Brécy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,317,1,0,4.Rural non périurbain,49.1402,3.4263,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,8.483,13.852,18.75
02137,Bussiares,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,131,0,0,3.Rural périurbain,49.0749,3.2501,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,10.297,14.4,21.32
02085,Bézu-Saint-Germain,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,991,5,0,4.Rural non périurbain,49.1045,3.4082,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,4.301,6.185,8.32
02146,Celles-lès-Condé,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,94,0,0,4.Rural non périurbain,49.0158,3.5703,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,1.683,2.416,4.13
02166,Chartèves,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,358,4,0,4.Rural non périurbain,49.0894,3.504,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,10.179,11.653,13.71
02187,Chierry,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1169,9,0,2.Urbain intermédiaire,49.0326,3.4321,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,4.902,6.349,13.35
02168,Château-Thierry,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,15068,175,3,2.Urbain intermédiaire,49.0556,3.3784,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,1.61,2.472,8.38
02185,Chézy-en-Orxois,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,377,1,0,3.Rural périurbain,49.1247,3.1565,I028100025,Piscine Intercommunale de Villers-Cotterêts,Villers-Cotterêts,CC Retz-en-Valois,15.892,19.992,31.17
02193,Cierges,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,64,0,0,4.Rural non périurbain,49.1659,3.6022,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,18.293,23.663,30.25
02203,Coincy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1281,5,0,4.Rural non périurbain,49.1548,3.4331,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,10.18,14.774,18.09
02209,Condé-en-Brie,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,658,0,1,4.Rural non périurbain,48.9999,3.5602,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,0.601,0.901,2.8
02213,Connigis,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,318,2,0,4.Rural non périurbain,49.0357,3.532,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,3.888,4.407,6.28
02220,Coulonges-Cohan,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,443,4,0,3.Rural périurbain,49.1958,3.6238,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,22.146,41.562,34.64
02223,Courboin,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,301,1,0,4.Rural non périurbain,48.9956,3.5127,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,3.257,4.604,7.79
02225,Courchamps,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,82,0,0,3.Rural périurbain,49.1152,3.261,I021680004,Complexe Citélium,Château-Thierry,CA de la Région de Château-Thierry,10.851,14.999,21.38
02227,Courmont,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,123,0,0,4.Rural non périurbain,49.1411,3.5712,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,15.259,20.036,25.6
02228,Courtemont-Varennes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,353,0,0,4.Rural non périurbain,49.0719,3.5414,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,7.589,10.403,11.27
02239,Crézancy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1193,3,0,4.Rural non périurbain,49.0405,3.5169,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,4.908,5.494,6.65
02458,Dhuys et Morin-en-Brie,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,825,4,0,3.Rural périurbain,48.8917,3.5092,I022090001,Piscine Municipale (type entérée),Condé-en-Brie,CA de la Région de Château-Thierry,12.963,17.39,21.44
