communes_total,communes_geolocated_total,population_total,population_geolocated_total,transit_hubs_total,average_nearest_stop_distance_km,average_weekday_trips_within_1000m,population_within_500m_share,population_within_1000m_share,communes_within_500m_share,communes_within_1000m_share,installations_total,installations_geolocated_total,installations_within_500m_share,installations_within_1000m_share,schools_total,students_total,students_geolocated_total,average_school_nearest_stop_distance_km,students_within_500m_share,students_within_1000m_share
3788,3782,5998916,5995902,8046,1.024966,64.555099,0.368694,0.673245,0.310682,0.589371,143,143,0.608392,0.874126,5638,1121752,1117251,0.670613,0.648126,0.805205
