id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E002I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,PISCINE MUNICIPALE,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Ville de Lomme,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.2,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.01476,50.64371,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Triathlon"
E003I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,Petit bassin,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,Ville de Lomme,Commune,Commune,False,Régie publique,120.0,15.0,8.0,0.3,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.01476,50.64371,"Aquagym, Baignade loisirs"
E001I593500108,I593500108,Piscine Olympique Marx Dormoy,Piscine Marx Dormoy petit bassin,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.03354,50.63636,"Aquagym, Baignade loisirs, Natation synchronisée"
E003I593500108,I593500108,Piscine Olympique Marx Dormoy,bassin olympique,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,1050.0,50.0,21.0,1.8,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.03354,50.63636,"Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Triathlon, Water-Polo"
E001I593500021,I593500021,Piscine plein Sud,Piscine Plein Sud,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Mairie de Lille,Commune,Commune,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05972M,1,3.0413,50.6074,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Water-Polo"
E003I593780017,I593780017,Piscine Municipale,Grand Bassin,59378,Marcq-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05977M,1,3.08659,50.66599,"Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E002I593780017,I593780017,Piscine Municipale,Petit Bassin,59378,Marcq-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,156.0,12.5,12.5,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05977M,1,3.08708,50.66624,"Aquagym, Baignade loisirs"
E001I594100005,I594100005,PISCINE MUNICIPALE,Bassin de natation,59410,Mons-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05978M,1,3.10654,50.63978,"Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E003I594100005,I594100005,PISCINE MUNICIPALE,Bassin de reception Toboggan,59410,Mons-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin de réception de toboggan,,,Commune,Commune,False,Régie publique,24.0,6.0,4.0,1.1,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05978M,1,3.106604,50.639779,Baignade loisirs
E002I594100005,I594100005,PISCINE MUNICIPALE,Petit BASSIN,59410,Mons-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,140.3,12.8,11.0,1.3,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05978M,1,3.106604,50.639779,"Aquagym, Baignade loisirs"
E002I595070005,I595070005,PISCINE MUNICIPALE,GRAND BASSIN,59507,Ronchin,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,4.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN05979M,1,QN05979M,1,3.09196,50.60282,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E003I595070005,I595070005,PISCINE MUNICIPALE,PETIT BASSIN,59507,Ronchin,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,187.0,15.0,12.0,0.8,1.2,,"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN05979M,1,QN05979M,1,3.09196,50.60282,"Aquagym, Baignade loisirs"
E001I595080005,I595080005,PISCINE,PISCINE,59508,Roncq,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Mairie de Roncq,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.12438,50.75539,"Aquagym, Natation course sportive"
E003I595120028,I595120028,Centre Nautique THALASSA,PISCINE BASSIN MIXTE,59512,Roubaix,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,EPCI,EPCI,EPCI,False,Régie publique,705.0,47.0,15.0,0.6,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN05980M,1,QN05980M,1,3.16359,50.691306,"Aquagym, Baignade loisirs, Natation course sportive"
E004I595270004,I595270004,"Complexe Piscine, volley",PETIT BASSIN,59527,Saint-André-lez-Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,156.3,12.5,12.5,0.3,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.05097,50.65892,Baignade loisirs
E003I595270004,I595270004,"Complexe Piscine, volley",PISCINE MUNICIPALE GRAND BASSIN,59527,Saint-André-lez-Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,1.8,4.6,,"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.04966,50.65853,"Baignade loisirs, Natation course sportive, Plongée d'exploration / Photographie subaquatique"
E001I595990002,I595990002,Tourcoing les Bains,Bassin Sportf,59599,Tourcoing,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Ville de Tourcoing,Commune,Etablissement privé commercial,True,DSP,525.0,25.0,21.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05983M,1,3.1606,50.72425,"Aquagym, Baignade loisirs, Natation course sportive, Water-Polo"
E005I595990002,I595990002,Tourcoing les Bains,Bassin d'apprentissage,59599,Tourcoing,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,Ville de Tourcoing,Commune,Etablissement privé commercial,True,DSP,375.0,25.0,15.0,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05983M,1,3.160983,50.724075,"Aquagym, Baignade loisirs"
E007I595990002,I595990002,Tourcoing les Bains,Bassin de reception Toboggan,59599,Tourcoing,59,Nord,200093201,Métropole Européenne de Lille,Bassin de réception de toboggan,,Ville de Tourcoing,Commune,Etablissement privé commercial,True,DSP,60.0,10.0,6.0,0.8,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05983M,1,3.160383,50.724367,Baignade loisirs
E003I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,Commune de Villeneuve-d'Ascq,Commune,Commune,False,Régie publique,490.0,25.0,15.0,0.6,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.143764,50.652045,"Aquagym, Natation course sportive, Plongée subaquatique (Plongée libre), Sauvetage côtier/Surfboat, Triathlon, Water-Polo"
E001I590090057,I590090057,PISCINE DU TRIOLO,GRAND BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,3.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.14768,50.61369,"Baignade loisirs, Natation course sportive, Natation en eau libre, Plongée subaquatique (Plongée libre), Water-Polo"
E002I590090057,I590090057,PISCINE DU TRIOLO,PETIT BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,188.0,15.0,12.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.14758,50.61375,"Aquagym, Baignade loisirs"
E002I596460016,I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,PISCINE GRAND BASSIN CENTRE NAUTIQUE CALYPSO,59646,Wasquehal,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.12989,50.67723,"Aquagym, Baignade loisirs, Triathlon"
E001I596480018,I596480018,Piscine ZEN & O,PISCINE ZEN & O,59648,Wattignies,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,VILLE DE WATTIGNIES,Commune,Commune,False,Régie publique,250.0,25.0,10.0,2.0,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05987M,1,3.03944258651,50.5885342376,Natation en eau libre
E001I601750010,I601750010,Piscine municipale,Bassin de natation,60175,Creil,60,Oise,200068047,CA Creil Sud Oise,Bassin mixte de natation,structurant,Mairie de Creil,Commune,Commune,False,Régie publique,250.0,25.0,10.0,1.4,3.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06019N,1,2.47427,49.26152,"Aquagym, Baignade loisirs, Natation course sportive"
E002I601590032,I601590032,PISCINE HIVER AVENUE D'HUY,Grand bassin de natation,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin mixte de natation,structurant,Ville de Compiègne,Commune,Commune,False,Régie publique,325.0,25.0,13.0,2.0,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06008I,1,2.81726,49.40158,"Baignade loisirs, Natation course sportive, Water-Polo"
E001I601590032,I601590032,PISCINE HIVER AVENUE D'HUY,Petit bassin de natation,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin mixte de natation,structurant,Ville de Compiègne,Commune,Commune,False,Régie publique,130.0,13.0,10.0,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06008I,1,2.81726,49.40158,Baignade loisirs
E005I601590027,I601590027,Plaine des sports Zac Mercieres,Grand bassin,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin sportif de natation,structurant,Ville de Compiègne,Commune,Commune,False,Régie publique,500.0,25.0,20.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.78301,49.38909,"Baignade loisirs, Natation course sportive"
E006I601590027,I601590027,Plaine des sports Zac Mercieres,Petit bassin,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin ludique de natation,,Ville de Compiègne,Commune,Commune,False,Régie publique,120.0,20.0,6.0,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.78301,49.38909,Baignade loisirs
E004I600570045,I600570045,Aquaspace,Bassin de loisirs,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin ludique de natation,,,EPCI,Commune,False,Régie publique,300.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,Baignade loisirs
E001I600570045,I600570045,Aquaspace,Bassin de réception de toboggan,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin de réception de toboggan,,,EPCI,Commune,False,Régie publique,5.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,Baignade loisirs
E002I600570045,I600570045,Aquaspace,Bassin ludique (balnéo),60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin ludique de natation,,,EPCI,Commune,False,Régie publique,120.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,Baignade loisirs
E003I600570045,I600570045,Aquaspace,Bassin sportif,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin sportif de natation,structurant,,EPCI,Commune,False,Régie publique,525.0,25.0,21.0,1.8,2.6,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,"Baignade loisirs, Hockey subaquatique, Nage avec palmes, Natation course sportive, Natation synchronisée, Plongée en apnée, Water-Polo"
E005I600570045,I600570045,Aquaspace,Fosse à plongée et fosse à plongeon,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Fosse à plongée,,,EPCI,Commune,False,Régie publique,84.0,,,3.8,10.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,"Plongeon, Plongée subaquatique (Plongée libre)"
E001I600570060,I600570060,Piscine Aldebert Bellier,Piscine A.Bellier,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,312.5,25.0,12.5,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.07907,49.42483,"Baignade loisirs, Natation course sportive"
E002I600570060,I600570060,Piscine Aldebert Bellier,bassin d'apprentissage,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin mixte de natation,structurant,,EPCI,EPCI,,Régie publique,120.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.081578,49.423615,Baignade loisirs
E001I601030008,I601030008,PISCINE INTERCOMMUNALE,Piscine intercommunale,60103,Bresles,60,Oise,200067999,CA du Beauvaisis,Bassin sportif de natation,structurant,,EPCI,EPCI,,Régie publique,312.5,25.0,12.5,1.2,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.24552,49.40863,"Baignade loisirs, Natation course sportive"
E002I601030008,I601030008,PISCINE INTERCOMMUNALE,Piscine intercommunale (bassin ludique),60103,Bresles,60,Oise,200067999,CA du Beauvaisis,Bassin ludique de natation,,,EPCI,EPCI,,Régie publique,81.0,11.0,9.0,0.6,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.24552,49.40863,Baignade loisirs
E001I601390001,I601390001,PISCINE AQUATHELLE,Bassin sportif,60139,Chambly,60,Oise,200067973,CC Thelloise,Bassin sportif de natation,structurant,Communauté de Communes du Pays de Thelle,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,1.1,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.25376,49.1721,"Natation course sportive, Plongée subaquatique (Plongée libre)"
E003I602820009,I602820009,PISCINE AQUALIS,Bassin sportif extérieur,60282,Gouvieux,60,Oise,246000764,CC de l'Aire Cantilienne,Bassin sportif de natation,structurant,,EPCI,Commune,True,DSP,200.0,25.0,8.0,1.2,1.8,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.43446,49.18919,"Baignade loisirs, Natation course sportive"
E002I602820009,I602820009,PISCINE AQUALIS,Bassin sportif intérieure,60282,Gouvieux,60,Oise,246000764,CC de l'Aire Cantilienne,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,1.2,1.8,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.43468,49.18966,Baignade loisirs
E002I601040007,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Bassin de 25 M,60104,Breteuil,60,Oise,200068005,CC de l'Oise Picarde,Bassin sportif de natation,structurant,CC de la vallée de la Brêche et de la Noye,EPCI,Etablissement privé commercial,True,DSP,312.5,25.0,12.5,1.5,2.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.30057,49.6355,Natation course sportive
E002I602860002,I602860002,PISCINE OCEANE,Bassin ludique,60286,Grandvilliers,60,Oise,246000848,CC de la Picardie Verte,Bassin ludique de natation,,,EPCI,EPCI,False,Régie publique,225.0,15.0,15.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.94488,49.6621,Baignade loisirs
E001I602860002,I602860002,PISCINE OCEANE,Piscine Océane,60286,Grandvilliers,60,Oise,246000848,CC de la Picardie Verte,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,3.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.94488,49.6621,Natation course sportive
E003I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin animation,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin ludique de natation,,Communauté de Communes de la Plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,36.0,13.0,6.0,1.2,1.4,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,"Aquagym, Baignade loisirs"
E002I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin loisirs,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin ludique de natation,,Communauté de communes de la plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,36.0,17.0,6.0,0.3,1.4,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,Baignade loisirs
E001I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin sportif,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin sportif de natation,structurant,Communauté de Communes de la Plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,200.0,25.0,8.0,0.8,1.8,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,Baignade loisirs
E004I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Lagune de jeux,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin ludique de natation,,Communauté de Communes de la Plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,9.0,9.0,3.0,1.0,1.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,Baignade loisirs
E001I606360002,I606360002,PISCINE GEORGES BONICHOT,Piscine,60636,Thourotte,60,Oise,246000772,CC des Deux Vallées,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.8711,49.47849,"Aquagym, Baignade loisirs, Plongée subaquatique (Plongée libre)"
E001I605090006,I605090006,PISCINE,Piscine Jacques Moignet,60509,Pont-Sainte-Maxence,60,Oise,246000921,CC des Pays d'Oise et d'Halatte,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,0.8,2.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06012I,1,2.59608,49.29404,"Aquagym, Baignade loisirs, Plongée subaquatique (Plongée libre)"
E001I603950010,I603950010,Piscine des Sablons,Bassin de 25 m,60395,Méru,60,Oise,246000582,CC des Sablons,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,312.5,25.0,12.5,0.8,1.9,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.14285,49.23699,Baignade loisirs
E002I603950010,I603950010,Piscine des Sablons,Bassin ludique,60395,Méru,60,Oise,246000582,CC des Sablons,Bassin mixte de natation,structurant,,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,144.0,25.0,12.0,0.8,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.14285,49.23699,Baignade loisirs
E001I604710011,I604710011,PISCINE MUNICIPALE PAUL BOUTEFEU,Grand Bassin,60471,Noyon,60,Oise,246000756,CC du Pays Noyonnais,Bassin sportif de natation,structurant,Ville de Noyon,Commune,Commune,False,Régie publique,312.5,25.0,12.5,1.7,3.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,", Piscine",,,0,,0,2.99585,49.57714,"Baignade loisirs, Nage avec palmes, Natation course sportive"
E002I604710011,I604710011,PISCINE MUNICIPALE PAUL BOUTEFEU,Petit Bassin,60471,Noyon,60,Oise,246000756,CC du Pays Noyonnais,Bassin mixte de natation,structurant,Ville de Noyon,Commune,Commune,False,Régie publique,125.0,10.0,12.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,", Piscine",,,0,,0,2.99585,49.57714,Baignade loisirs
E004I621930039,I621930039,Complexe Icéo,Bassin d'activités,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,215.0,25.0,7.5,0.8,1.4,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.89623,50.95616,"Aquagym, Baignade loisirs"
E002I621930039,I621930039,Complexe Icéo,Bassin sportif,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.89623,50.95616,"Baignade loisirs, Natation course sportive"
E001I621930005,I621930005,PISCINE EMILE RANSON,GRAND BASSIN,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,3.7,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.847366,50.955142,"Aquagym, Baignade loisirs, Natation course sportive, Plongeon, Water-Polo"
E002I621930005,I621930005,PISCINE EMILE RANSON,PETIT BASSIN,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin sportif de natation,structurant,Communauté d'Agglomération Grand Calais Terres & Mers,EPCI,EPCI,False,Régie publique,195.0,15.0,13.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.847363,50.955346,"Aquagym, Baignade loisirs"
