id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E001I591220021,I591220021,Piscine les Ondines,grand bassin,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.258,50.16252,"Aquagym, Baignade loisirs, Natation course sportive"
E003I591220022,I591220022,Stade Nautique Liberté,Bassin Ludique,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,75.0,15.0,5.0,0.3,1.5,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,Baignade loisirs
E001I591220022,I591220022,Stade Nautique Liberté,Bassin compétition,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,650.0,25.0,26.0,2.0,3.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,"Baignade loisirs, Nage avec palmes, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Water-Polo"
E004I591220022,I591220022,Stade Nautique Liberté,petit bassin,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,150.0,25.0,6.0,1.0,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,Baignade loisirs
E002I591220022,I591220022,Stade Nautique Liberté,petit bassin,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,150.0,25.0,6.0,1.0,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,"Aquagym, Baignade loisirs"
E002I591720022,I591720022,Centre Aqualudique Natur&O,Bassin Ludique,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin ludique de natation,,Ville de Denain,Commune,,True,DSP,157.5,15.0,10.5,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,"Aquagym, Baignade loisirs"
E001I591720022,I591720022,Centre Aqualudique Natur&O,Bassin Sportif,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin sportif de natation,structurant,Ville de Denain,Commune,,True,DSP,525.0,25.0,21.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,Natation course sportive
E003I591720022,I591720022,Centre Aqualudique Natur&O,Bassin extérieur nordique,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin ludique de natation,,Ville de Denain,Commune,,True,DSP,201.4,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,Baignade loisirs
E004I591720022,I591720022,Centre Aqualudique Natur&O,Toboggan,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin de réception de toboggan,,Ville de Denain,Commune,,True,DSP,,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,Baignade loisirs
E002I592050005,I592050005,Piscine Maurice Thorez,Bassin d'apprentissage,59205,Escaudain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,60.0,10.0,6.0,0.8,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.337655,50.332477,"Aquagym, Baignade loisirs"
E001I592050005,I592050005,Piscine Maurice Thorez,Bassin sportif,59205,Escaudain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.337655,50.332477,"Aquagym, Baignade loisirs, Natation course sportive"
E001I594910002,I594910002,piscine Louis Poncet,Piscine Louis Poncet,59491,Raismes,59,Nord,200042190,CA de la Porte du Hainaut,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.483589,50.394718,"Activités de forme et de santé, Aquagym, Baignade loisirs, Natation course sportive, Triathlon"
E001I595260001,I595260001,Centre Aquatique intercommunal de Saint-Amand-les-Eaux,Grand bassin,59526,Saint-Amand-les-Eaux,59,Nord,200042190,CA de la Porte du Hainaut,Bassin sportif de natation,structurant,,Commune,Etablissement privé commercial,True,DSP,625.0,25.0,25.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN05957M,1,QN05957M,1,3.434574,50.443885,"Activités de forme et de santé, Aquagym, Baignade loisirs, Natation course sportive"
E002I595260001,I595260001,Centre Aquatique intercommunal de Saint-Amand-les-Eaux,Petit bassin,59526,Saint-Amand-les-Eaux,59,Nord,200042190,CA de la Porte du Hainaut,Bassin ludique de natation,,,Commune,Etablissement privé commercial,True,DSP,350.0,,,0.9,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN05957M,1,QN05957M,1,3.434574,50.443885,"Aquagym, Baignade loisirs"
E003I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin d'apprentissage,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,144.0,12.0,12.0,1.0,1.4,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39568,50.12819,"Activités de forme et de santé, Aquagym, Baignade loisirs"
E002I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin ludique,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,150.0,,,0.8,1.2,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39568,50.1282,Baignade loisirs
E001I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin sportif,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,300.0,25.0,12.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39598,50.12839,"Baignade loisirs, Natation course sportive"
E004I591390015,I591390015,Espace Nautique Intercommunal (ENI),Toboggan,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin de réception de toboggan,,,EPCI,Etablissement privé commercial,True,DSP,0.0,,,,,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39567,50.12827,Baignade loisirs
E001I590080007,I590080007,piscine municipale,bassin,59008,Aniche,59,Nord,245901152,CC Cœur d'Ostrevent,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05934M,1,3.25421,50.32551,"Baignade loisirs, Natation course sportive"
E001I590360001,I590360001,Piscine Laurent Swaenepoel,Grand Bassin,59036,Avesnes-sur-Helpe,59,Nord,200043263,CC Cœur de l'Avesnois,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,1.8,3.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.92245,50.12064,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E002I590360001,I590360001,Piscine Laurent Swaenepoel,Petit Bassin,59036,Avesnes-sur-Helpe,59,Nord,200043263,CC Cœur de l'Avesnois,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,75.0,12.5,6.0,0.8,1.3,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.92245,50.12064,Aquagym
E001I594490006,I594490006,PISCINE MUNICIPALE,BASSIN,59449,Orchies,59,Nord,200041960,CC Pévèle-Carembault,Bassin sportif de natation,structurant,Commune de Orchies,Commune,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.24432,50.465918,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée"
E004I595860007,I595860007,Centre aquatique le Chant de l'Eau,Bassin d'apprentissage,59586,Templeuve-en-Pévèle,59,Nord,200041960,CC Pévèle-Carembault,Bassin ludique de natation,,Communauté de communes Pévèle-Carembault,EPCI,Etablissement privé commercial,True,DSP,,31.0,13.3,0.74,1.2,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.154707,50.516606,Baignade loisirs
E003I595860007,I595860007,Centre aquatique le Chant de l'Eau,Bassin nordique,59586,Templeuve-en-Pévèle,59,Nord,200041960,CC Pévèle-Carembault,Bassin mixte de natation,structurant,Communauté de communes Pévèle-Carembault,EPCI,Etablissement privé commercial,True,DSP,,25.0,22.6,0.8,1.6,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.153892,50.516892,"Baignade loisirs, Natation course sportive"
E001I595860007,I595860007,Centre aquatique le Chant de l'Eau,bassin natation,59586,Templeuve-en-Pévèle,59,Nord,200041960,CC Pévèle-Carembault,Bassin sportif de natation,structurant,Communauté de communes Pévèle-Carembault,EPCI,Etablissement privé commercial,True,DSP,375.0,15.0,25.0,1.4,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.154728,50.516824,Baignade loisirs
E001I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Grand Bassin,59295,Hazebrouck,59,Nord,200040947,CC de Flandre Intérieure,Bassin sportif de natation,structurant,Communauté de Communes de Flandre Intérieure,EPCI,EPCI,False,Régie publique,312.5,25.0,12.5,1.6,3.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.53952,50.71974,"Aquagym, Baignade loisirs, Nage avec palmes, Natation course sportive, Plongée subaquatique (Plongée libre)"
E002I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Petit Bassin,59295,Hazebrouck,59,Nord,200040947,CC de Flandre Intérieure,Bassin sportif de natation,structurant,Communauté de Communes de Flandre Intérieure,EPCI,EPCI,False,Régie publique,125.0,12.5,10.0,0.2,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.539462,50.719772,"Aquagym, Baignade loisirs"
E002I596630011,I596630011,Centre aquatique Linéo,Bassin sportif,59663,Wormhout,59,Nord,200040954,CC des Hauts de Flandre,Bassin sportif de natation,structurant,Communauté de communes de hauts de flandre,EPCI,Etablissement privé commercial,True,DSP,525.0,25.0,21.0,1.8,1.8,8.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.486644,50.882636,"Baignade loisirs, Natation course sportive"
E001I596630011,I596630011,Centre aquatique Linéo,bassin ludique,59663,Wormhout,59,Nord,200040954,CC des Hauts de Flandre,Bassin ludique de natation,,Communauté de communes de hauts de flandre,EPCI,Etablissement privé commercial,True,DSP,200.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.486644,50.882636,"Aquagym, Baignade loisirs"
E002I595710003,I595710003,PISCINE,GRAND BASSIN,59571,Solesmes,59,Nord,245901038,CC du Pays Solesmois,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,312.5,25.0,12.5,2.0,2.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.49841,50.19028,"Aquagym, Baignade loisirs, Natation course sportive"
E001I595710003,I595710003,PISCINE,PETIT BASSIN,59571,Solesmes,59,Nord,245901038,CC du Pays Solesmois,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,156.0,12.0,12.0,0.9,1.5,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.49841,50.19028,"Aquagym, Baignade loisirs, Natation course sportive"
E004I592490005,I592490005,PISCINE MUNICIPALE,GRAND BASSIN,59249,Fourmies,59,Nord,200043404,CC du Sud Avesnois,Bassin sportif de natation,structurant,Mairie de Fourmies,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,3.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05944M,1,4.05141,50.01923,"Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E003I592490005,I592490005,PISCINE MUNICIPALE,PETIT BASSIN,59249,Fourmies,59,Nord,200043404,CC du Sud Avesnois,Bassin mixte de natation,structurant,MAIRE DE FOURMIES,Commune,Commune,False,Régie publique,300.0,15.0,12.0,0.8,1.2,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05944M,1,4.05141,50.01923,Baignade loisirs
E001I590940007,I590940007,Piscine Municipale,piscine municipale,59094,Bourbourg,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.19561,50.94087,"Aquagym, Baignade loisirs, Natation course sportive, Water-Polo"
E001I591070012,I591070012,Piscine Municipale,bassin,59107,Bray-Dunes,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.51452,51.07227,"Baignade loisirs, Natation course sportive, Triathlon"
E001I591830041,I591830041,BASSIN D INITIATION DELEERSNYDER,PETIT BASSIN,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,36.0,12.0,6.0,0.7,1.3,,"[""Scolaires,universités""]",1,0,Piscine,,,0,,0,2.40012,51.04789,Baignade loisirs
E002I591830058,I591830058,PISCINE PAUL ASSEMAN,Bassin 25*21,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,525.0,25.0,21.0,1.3,1.9,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.38636,51.04782,"Aquagym, Baignade loisirs, Natation course sportive"
E001I591830058,I591830058,PISCINE PAUL ASSEMAN,Bassin Sportif,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,DUNKERQUE,Commune,Commune,False,Régie publique,1050.0,50.0,21.0,1.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.386715,51.047141,"Baignade loisirs, Natation course sportive, Natation synchronisée"
E002I591830087,I591830087,Piscine Georges Guynemer,Bassin ludique,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,,Commune,Commune,,Régie publique,397.0,,,1.3,1.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.32902,51.021923,"Aquagym, Baignade loisirs"
E001I591830087,I591830087,Piscine Georges Guynemer,Grand bassin,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,625.0,25.0,25.0,1.8,1.8,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.32902,51.021923,"Baignade loisirs, Natation en eau libre"
E001I592710025,I592710025,Piscine Léo Lagrange,Grand Bassin,59271,Grande-Synthe,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,500.0,25.0,20.0,1.6,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN05963M,1,QN05963M,1,2.3022,51.01925,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre), Sauvetage en eau plate, Triathlon, Water-Polo"
E002I592710025,I592710025,Piscine Léo Lagrange,Petit Bassin,59271,Grande-Synthe,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,188.0,15.0,12.0,0.7,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN05963M,1,QN05963M,1,2.3022,51.01925,"Activités de forme et de santé, Aquagym, Baignade loisirs"
E001I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,Grand bassin Piscine municipale,59273,Gravelines,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,Gravelines,Commune,Commune,False,Régie publique,250.0,25.0,10.0,1.9,1.9,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.137635,50.986139,"Natation course sportive, Natation synchronisée, Triathlon"
E003I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,Petit Bassin,59273,Gravelines,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,Gravelines,Commune,Commune,False,Régie publique,100.0,10.0,10.0,0.4,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.137227,50.986166,"Aquagym, Natation course sportive"
E001I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,GRAND BASSIN,59340,Leffrinckoucke,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,EPCI,Commune,False,Régie publique,250.0,25.0,10.0,1.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Piscine, Complexe sportif",,,0,,0,2.44053,51.05431,"Baignade loisirs, Natation course sportive"
E002I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,PETIT BASSIN,59340,Leffrinckoucke,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,Communauté Urbaine de Dunkerque,EPCI,Commune,False,Régie publique,100.0,10.0,10.0,0.6,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Piscine, Complexe sportif",,,0,,0,2.43997,51.05464,"Aquagym, Baignade loisirs"
E003I590170009,I590170009,Centre aquatique Calyssia,Basin de réception de toboggan,59017,Armentières,59,Nord,200093201,Métropole Européenne de Lille,Bassin de réception de toboggan,,,EPCI,Etablissement privé commercial,True,DSP,5.0,2.0,2.0,1.0,1.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.868,50.68855,Baignade loisirs
E002I590170009,I590170009,Centre aquatique Calyssia,Bassin Ludique,59017,Armentières,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,200.0,,,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.868,50.68855,Baignade loisirs
E001I590170009,I590170009,Centre aquatique Calyssia,Grand bassin,59017,Armentières,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,575.0,25.0,23.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.86765,50.68859,"Baignade loisirs, Natation course sportive"
E001I591630006,I591630006,Piscine Municipale,Piscine Grand Bassin Croix,59163,Croix,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,2.2,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.14928,50.67693,"Aquagym, Natation course sportive"
E002I591630006,I591630006,Piscine Municipale,Piscine Petit bassin Croix,59163,Croix,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,156.3,12.5,12.5,0.9,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.14933,50.67685,"Aquagym, Baignade loisirs"
E002I592790009,I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,GRAND BAIN,59279,Halluin,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Commune d'Halluin,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.12932,50.77745,"Aquagym, Baignade loisirs, Nage avec palmes, Natation course sportive, Plongée en apnée, Plongée subaquatique (Plongée libre)"
E002I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin d'apprentissage,59286,Haubourdin,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,EPCI,EPCI,False,Régie publique,187.0,15.0,12.0,0.7,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.9973,50.61523,"Aquagym, Baignade loisirs"
E004I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin ludique,59286,Haubourdin,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,EPCI,EPCI,False,Régie publique,327.0,,,0.7,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.9967,50.6145,Baignade loisirs
E001I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin sportif,59286,Haubourdin,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Loos Haubourdin,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.99678,50.6145,"Aquagym, Baignade loisirs, Natation course sportive"
E002I593030010,I593030010,Piscine des WEPPES,Bassin d'apprentissage,59303,Herlies,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,122.0,,,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.854375,50.576812,"Aquagym, Baignade loisirs"
E001I593030010,I593030010,Piscine des WEPPES,Bassin sportif de 25 m,59303,Herlies,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,375.0,25.0,15.0,1.3,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.854375,50.576812,"Baignade loisirs, Natation course sportive"
E003I593030010,I593030010,Piscine des WEPPES,Bassin éducatif,59303,Herlies,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,50.0,10.0,5.0,1.0,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.854375,50.576812,Baignade loisirs
E002I593680009,I593680009,PISCINE MUNICIPALE,GRAND BASSIN,59368,La Madeleine,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.073087,50.654739,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Water-Polo"
E001I593680009,I593680009,PISCINE MUNICIPALE,PETIT BASSIN,59368,La Madeleine,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,125.0,12.0,10.0,0.4,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.073087,50.654739,"Aquagym, Baignade loisirs"
E001I593280017,I593280017,Piscine Municipale,Piscine Jean GUERECHEAU,59328,Lambersart,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Ville de Lambersart,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.02675,50.65081,"Aquagym, Baignade loisirs, Natation course sportive"
