id_installation,installation,code_commune,commune,epci_code,epci_nom,code_departement,departement,basins_total_on_site,school_basins_total_on_site,students_per_basin_on_site,students_per_school_basin_on_site,schools_total,schools_geolocated_total,students_total,students_geolocated_total,primary_students,secondary_students,distance_coverage_share,drive_time_coverage_share,average_distance_to_installation_km,average_drive_time_to_installation_min,average_drive_distance_to_installation_km,average_distance_to_basin_km,students_within_5km_installation_share,students_within_15min_installation_share,basins_total,installations_total,school_basins_total,students_per_basin,students_per_installation,students_per_school_basin
I601590027,Plaine des sports Zac Mercieres,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,2,2,2698.0,2698.0,34,34,5396,5396,2776,2620,1.0,1.0,4.632108,8.402211,6.62615,4.437332,0.638807,0.881579,2,1,2,2698.0,5396.0,2698.0
I023810011,"Espace aquatique ""L'Ile Verte""",02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,2,2,2681.5,2681.5,45,45,5363,5363,2735,2628,1.0,1.0,7.327927,11.531768,9.23103,7.247441,0.561812,0.636398,2,1,2,2681.5,5363.0,2681.5
I601390001,PISCINE AQUATHELLE,60139,Chambly,200067973,CC Thelloise,60,Oise,2,1,2664.5,5329.0,24,24,5329,5329,3330,1999,1.0,1.0,4.071587,7.73772,5.499674,4.023781,0.595234,0.959279,2,1,1,2664.5,5329.0,5329.0
I800160008,Piscine Caneton,80016,Albert,248000747,CC du Pays du Coquelicot,80,Somme,1,1,5269.0,5269.0,55,55,5269,5269,2762,2507,1.0,1.0,5.417691,8.199169,6.690208,5.386317,0.568988,0.739609,1,1,1,5269.0,5269.0,5269.0
I592490005,PISCINE MUNICIPALE,59249,Fourmies,200043404,CC du Sud Avesnois,59,Nord,2,2,2577.5,2577.5,33,33,5155,5155,2503,2652,1.0,1.0,3.19507,6.34653,4.425639,3.19507,0.726673,0.863046,2,1,2,2577.5,5155.0,2577.5
I626430016,PISCINE INTERCOMMUNAL OCEANE,62643,Outreau,246200729,CA du Boulonnais,62,Pas-de-Calais,2,2,2526.5,2526.5,28,28,5053,5053,3176,1877,1.0,1.0,1.788582,4.821837,2.617616,1.784665,0.955868,1.0,2,1,2,2526.5,5053.0,2526.5
I806850010,Arobase,80685,Roye,200070977,CC du Grand Roye,80,Somme,1,1,4905.0,4905.0,43,43,4905,4905,3191,1714,1.0,1.0,8.352931,11.787087,10.138915,8.287948,0.347808,0.579001,1,1,1,4905.0,4905.0,4905.0
I593280017,Piscine Municipale,59328,Lambersart,200093201,Métropole Européenne de Lille,59,Nord,1,1,4883.0,4883.0,15,15,4883,4883,2291,2592,1.0,1.0,0.916149,3.56318,1.397518,0.905697,1.0,1.0,1,1,1,4883.0,4883.0,4883.0
I625060002,SALLE DE JEUX ET TERRAINS DE PETANQUE,62506,Licques,200072478,CC Pays d'Opale,62,Pas-de-Calais,1,0,4862.0,0.0,37,37,4862,4862,2632,2230,1.0,1.0,7.802382,12.071514,9.775183,7.058877,0.180584,0.767585,1,1,0,4862.0,4862.0,0.0
I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,60104,Breteuil,200068005,CC de l'Oise Picarde,60,Oise,2,1,2376.0,4752.0,50,50,4752,4752,3011,1741,1.0,1.0,9.728178,13.71544,11.258973,9.603683,0.260943,0.550715,2,1,1,2376.0,4752.0,4752.0
I590330010,Complexe Aquatique l'Aiguade,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,4,3,1187.75,1583.666667,30,30,4751,4751,2569,2182,1.0,1.0,2.33024,5.014365,3.111416,2.329004,0.868659,0.878973,4,1,3,1187.75,4751.0,1583.666667
I620140013,PISCINE IRIS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,1,1,4673.0,4673.0,20,20,4673,4673,2557,2116,1.0,1.0,4.184104,7.680184,5.070849,4.15879,0.567302,0.81147,1,1,1,4673.0,4673.0,4673.0
I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,4,4,1159.5,1159.5,44,44,4638,4638,3439,1199,1.0,1.0,7.663458,10.937428,9.14975,7.308235,0.381846,0.669254,4,1,4,1159.5,4638.0,1159.5
I591360007,Duo Le Cateau,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,4,0,1154.75,0.0,33,33,4619,4619,2344,2275,1.0,1.0,5.849937,10.195557,7.50274,5.786186,0.489067,0.706863,4,1,0,1154.75,4619.0,0.0
I596540006,PISCINE MUNICIPALE,59654,Waziers,200044618,CA Douaisis Agglo,59,Nord,2,2,2246.5,2246.5,25,25,4493,4493,2929,1564,1.0,1.0,2.192146,5.017543,2.981575,2.162886,0.963276,1.0,2,1,2,2246.5,4493.0,2246.5
I625160007,Piscine (Parc du Brule),62516,Lillers,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,4492.0,4492.0,30,30,4492,4492,1869,2623,1.0,1.0,3.235928,6.676652,4.348951,3.120358,0.704363,0.966607,1,1,1,4492.0,4492.0,4492.0
I622680012,Centre Aquatique Naturéo,62268,Desvres,200018083,CC de Desvres-Samer,62,Pas-de-Calais,2,2,2217.0,2217.0,46,46,4434,4434,2593,1841,1.0,1.0,5.707315,10.914107,7.521762,5.691317,0.388588,0.781912,2,1,2,2217.0,4434.0,2217.0
I590360001,Piscine Laurent Swaenepoel,59036,Avesnes-sur-Helpe,200043263,CC Cœur de l'Avesnois,59,Nord,2,2,2195.5,2195.5,39,39,4391,4391,2442,1949,1.0,1.0,4.322261,6.677666,5.191814,4.095016,0.571852,0.891369,2,1,2,2195.5,4391.0,2195.5
I627670011,Piscine Municipale,62767,Saint-Pol-sur-Ternoise,200069672,CC du Ternois,62,Pas-de-Calais,2,0,2177.0,0.0,47,47,4354,4354,1980,2374,1.0,1.0,4.097414,6.935864,5.278386,4.029303,0.69017,0.884244,2,1,0,2177.0,4354.0,0.0
I590940007,Piscine Municipale,59094,Bourbourg,245900428,CU de Dunkerque,59,Nord,1,1,4353.0,4353.0,28,28,4353,4353,2601,1752,1.0,1.0,5.449638,7.603184,6.785766,4.870025,0.47921,0.980014,1,1,1,4353.0,4353.0,4353.0
I027200001,Espace sportif - Centre aquatique Rêvéo,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,2,2,2169.0,2169.0,35,35,4338,4338,2741,1597,1.0,1.0,12.988857,19.914361,16.601435,12.896036,0.127248,0.321346,2,1,2,2169.0,4338.0,2169.0
I625490001,Aquatic & Bowling Center de l'Hesdinois,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,3,3,1407.333333,1407.333333,53,53,4222,4222,2580,1642,1.0,1.0,9.861919,13.930834,11.858289,9.800626,0.319043,0.522501,3,1,3,1407.333333,4222.0,1407.333333
I023400001,Piscine,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,2,2,2067.5,2067.5,31,31,4135,4135,2573,1562,1.0,1.0,5.585257,8.438556,6.889147,5.492245,0.583555,0.803144,2,1,2,2067.5,4135.0,2067.5
I628650007,Centre aquatique Aquatis,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,3,1,1328.666667,3986.0,27,27,3986,3986,2673,1313,1.0,1.0,3.620856,6.200429,4.799966,3.424465,0.776719,1.0,3,1,1,1328.666667,3986.0,3986.0
I595860007,Centre aquatique le Chant de l'Eau,59586,Templeuve-en-Pévèle,200041960,CC Pévèle-Carembault,59,Nord,4,3,994.5,1326.0,10,10,3978,3978,1191,2787,1.0,1.0,3.275308,10.28727,4.69298,3.257385,0.963047,0.66189,4,1,3,994.5,3978.0,1326.0
I620800008,PISCINE INTERCOMMUNALE,62080,Bapaume,200035442,CC du Sud-Artois,62,Pas-de-Calais,1,1,3897.0,3897.0,44,44,3897,3897,2227,1670,1.0,1.0,4.683354,8.575163,6.116531,4.670697,0.563254,0.880677,1,1,1,3897.0,3897.0,3897.0
I591220021,Piscine les Ondines,59122,Cambrai,200068500,CA de Cambrai,59,Nord,1,1,3839.0,3839.0,35,35,3839,3839,2476,1363,1.0,1.0,3.376254,6.347268,4.579602,3.348662,0.670748,0.954676,1,1,1,3839.0,3839.0,3839.0
I590090058,CENTRE NAUTIQUE BABYLONE,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,1,1,3720.0,3720.0,21,21,3720,3720,2427,1293,1.0,1.0,1.460766,4.569704,2.243856,1.276692,1.0,1.0,1,1,1,3720.0,3720.0,3720.0
I593240009,PISCINE COUBERTIN,59324,Jeumont,200043396,CA Maubeuge Val de Sambre,59,Nord,1,1,3710.0,3710.0,25,25,3710,3710,1993,1717,1.0,1.0,3.402041,5.950488,4.433359,3.270007,0.736927,0.860377,1,1,1,3710.0,3710.0,3710.0
I606360002,PISCINE GEORGES BONICHOT,60636,Thourotte,246000772,CC des Deux Vallées,60,Oise,1,1,3634.0,3634.0,26,26,3634,3634,2198,1436,1.0,1.0,3.311214,7.487449,4.900744,3.30785,0.727298,0.992295,1,1,1,3634.0,3634.0,3634.0
I020590004,Piscine Lucien Lahaye,02059,Beautor,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,2,2,1808.5,1808.5,35,35,3617,3617,2446,1171,1.0,1.0,4.223492,10.566685,6.119829,4.223492,0.69671,0.932817,2,1,2,1808.5,3617.0,1808.5
I806200002,CENTRE AQUATIQUE,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,1,1,3616.0,3616.0,34,34,3616,3616,2188,1428,1.0,1.0,5.355817,8.542334,6.578879,5.226563,0.564159,0.667865,1,1,1,3616.0,3616.0,3616.0
I605090006,PISCINE,60509,Pont-Sainte-Maxence,246000921,CC des Pays d'Oise et d'Halatte,60,Oise,1,1,3615.0,3615.0,20,20,3615,3615,2013,1602,1.0,1.0,1.548673,5.692011,2.700226,1.548673,0.949101,1.0,1,1,1,3615.0,3615.0,3615.0
I592730013,complexe Maurice Baude et Piscine Municipale,59273,Gravelines,245900428,CU de Dunkerque,59,Nord,2,2,1801.0,1801.0,22,22,3602,3602,2202,1400,1.0,1.0,2.722008,5.394334,3.736787,2.710562,0.743476,1.0,2,1,2,1801.0,3602.0,1801.0
I023610002,Centre aquatique AQUOISIA,02361,Guise,200071983,CC Thiérache Sambre et Oise,02,Aisne,1,1,3601.0,3601.0,34,34,3601,3601,2345,1256,1.0,1.0,7.589059,13.161874,9.73547,7.531515,0.41544,0.43238,1,1,1,3601.0,3601.0,3601.0
I625340009,Piscine Intercommunale de Lumbres,62534,Lumbres,246201016,CC du Pays de Lumbres,62,Pas-de-Calais,2,2,1775.5,1775.5,32,32,3551,3551,1947,1604,1.0,1.0,4.367858,9.670338,5.609628,4.365968,0.653055,0.745142,2,1,2,1775.5,3551.0,1775.5
I595270004,"Complexe Piscine, volley",59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,2,2,1765.0,1765.0,15,15,3530,3530,2601,929,1.0,1.0,1.981875,5.723887,2.608078,1.955502,0.862323,0.862323,2,1,2,1765.0,3530.0,1765.0
I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,59279,Halluin,200093201,Métropole Européenne de Lille,59,Nord,1,1,3347.0,3347.0,10,10,3347,3347,1959,1388,1.0,1.0,0.798497,3.4966,1.425648,0.798497,1.0,1.0,1,1,1,3347.0,3347.0,3347.0
I591970005,SWIM CENTER PEVELE,59197,Ennevelin,200041960,CC Pévèle-Carembault,59,Nord,1,0,3088.0,0.0,16,16,3088,3088,2583,505,1.0,1.0,3.266413,7.568449,4.912038,3.226849,0.942034,0.978627,1,1,0,3088.0,3088.0,0.0
I023340006,Piscine,02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,02,Aisne,2,2,1538.0,1538.0,24,24,3076,3076,1614,1462,1.0,1.0,3.910664,7.824763,5.247664,3.889547,0.775033,0.867685,2,1,2,1538.0,3076.0,1538.0
I595690016,Sourcéane,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,1,0,3033.0,0.0,10,10,3033,3033,1152,1881,1.0,1.0,3.724827,7.394454,4.768537,3.662265,0.594461,1.0,1,1,0,3033.0,3033.0,0.0
I624430002,INSTALLATIONS SPORTIVES complexe vivre,62443,Hersin-Coupigny,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,2992.0,2992.0,22,22,2992,2992,1751,1241,1.0,1.0,2.891623,6.578432,4.164666,2.771723,0.858957,0.994987,1,1,1,2992.0,2992.0,2992.0
I620140019,AQUALYS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,1465.0,1465.0,22,22,2930,2930,1532,1398,1.0,1.0,3.250726,6.510154,4.18579,3.213043,0.806485,0.975427,2,1,2,1465.0,2930.0,1465.0
I620040009,PISCINE MUNICIPALE,62004,Achicourt,200033579,CU d'Arras,62,Pas-de-Calais,1,1,2888.0,2888.0,35,35,2888,2888,2382,506,1.0,1.0,3.426825,6.405478,4.1831,3.421506,0.723684,0.917244,1,1,1,2888.0,2888.0,2888.0
I600570045,Aquaspace,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,5,5,572.4,572.4,24,24,2862,2862,1618,1244,1.0,1.0,4.757085,9.440332,6.763955,4.755248,0.65304,0.837526,5,1,5,572.4,2862.0,572.4
I620570009,PISCINE INTERCOMMUNALE,62057,Audruicq,246200844,CC de la Région d'Audruicq,62,Pas-de-Calais,1,1,2818.0,2818.0,20,20,2818,2818,2225,593,1.0,1.0,3.431336,6.734439,4.444961,3.394581,0.60149,0.927608,1,1,1,2818.0,2818.0,2818.0
I623180002,PISCINE,62318,Étaples,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,1,1,2808.0,2808.0,21,21,2808,2808,1599,1209,1.0,1.0,1.933365,5.08104,2.946705,1.913282,0.85114,0.972222,1,1,1,2808.0,2808.0,2808.0
I804100008,Piscine Aquari'Ham,80410,Ham,200070985,CC de l'Est de la Somme,80,Somme,2,2,1278.5,1278.5,19,19,2557,2557,1502,1055,1.0,1.0,2.603022,5.353399,3.65572,2.500481,0.752444,0.991396,2,1,2,1278.5,2557.0,1278.5
I625590002,COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS,62559,Marquion,200044048,CC Osartis Marquion,62,Pas-de-Calais,1,1,2268.0,2268.0,31,31,2268,2268,1441,827,1.0,1.0,3.999001,6.870062,5.366628,3.957188,0.690035,0.95194,1,1,1,2268.0,2268.0,2268.0
I606890002,CENTRE DES SPORTS RIMBERLIEU,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,1,0,2179.0,0.0,24,24,2179,2179,1296,883,1.0,1.0,7.297831,11.6062,9.828274,7.293607,0.266636,0.684259,1,1,0,2179.0,2179.0,0.0
I591070012,Piscine Municipale,59107,Bray-Dunes,245900428,CU de Dunkerque,59,Nord,1,1,2084.0,2084.0,11,11,2084,2084,1100,984,1.0,1.0,5.880523,8.766195,6.68479,5.880523,0.526871,0.559021,1,1,1,2084.0,2084.0,2084.0
I622700008,PISCINE TOURNESOL,62270,Divion,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,2029.0,2029.0,19,19,2029,2029,1286,743,1.0,1.0,1.745141,4.98965,2.833736,1.739937,0.920158,1.0,1,1,1,2029.0,2029.0,2029.0
I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,1751.0,1751.0,15,15,1751,1751,1188,563,1.0,1.0,1.301443,3.29285,1.803797,1.185628,0.972016,1.0,1,1,1,1751.0,1751.0,1751.0
I020370001,Complexe sportif,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,2,1,837.5,1675.0,16,16,1675,1675,1274,401,1.0,1.0,7.907983,11.282693,9.532003,7.785669,0.217313,0.921194,2,1,1,837.5,1675.0,1675.0
I591630006,Piscine Municipale,59163,Croix,200093201,Métropole Européenne de Lille,59,Nord,2,2,801.5,801.5,12,12,1603,1603,1603,0,1.0,1.0,0.817754,3.395047,1.323365,0.700828,1.0,1.0,2,1,2,801.5,1603.0,801.5
I806200031,Piscine Tournesol,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,1,1,1600.0,1600.0,7,7,1600,1600,674,926,1.0,1.0,2.254661,3.802613,2.735489,2.240976,0.751875,0.981875,1,1,1,1600.0,1600.0,1600.0
I594950004,PISCINE INTERCOMMUNALE,59495,Recquignies,200043396,CA Maubeuge Val de Sambre,59,Nord,1,1,1511.0,1511.0,16,16,1511,1511,1018,493,1.0,1.0,2.69227,5.699537,3.730587,2.691455,0.916612,0.97088,1,1,1,1511.0,1511.0,1511.0
I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,59646,Wasquehal,200093201,Métropole Européenne de Lille,59,Nord,2,1,717.0,1434.0,7,7,1434,1434,619,815,1.0,1.0,0.985485,4.576248,1.671979,0.981648,1.0,1.0,2,1,1,717.0,1434.0,1434.0
I022090001,Piscine Municipale (type entérée),02209,Condé-en-Brie,200072031,CA de la Région de Château-Thierry,02,Aisne,1,0,1155.0,0.0,12,12,1155,1155,820,335,1.0,1.0,5.094674,7.957022,6.823894,5.024533,0.491775,0.82684,1,1,0,1155.0,1155.0,0.0
I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,1,1,1090.0,1090.0,4,4,1090,1090,387,703,1.0,1.0,0.798422,3.636018,1.572287,0.798422,1.0,1.0,1,1,1,1090.0,1090.0,1090.0
I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,2,2,495.5,495.5,5,5,991,991,468,523,1.0,1.0,1.647166,4.04442,2.313975,1.629065,1.0,1.0,2,1,2,495.5,991.0,495.5
I620400005,PISCINE MUNICIPALE,62040,Arques,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,481.5,481.5,1,1,963,963,0,963,1.0,1.0,0.374,3.22,0.841,1.089,1.0,1.0,2,1,2,481.5,963.0,481.5
I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,2,0,123.0,0.0,4,4,246,246,246,0,1.0,1.0,1.771537,7.620041,3.95485,1.766756,0.947154,0.947154,2,1,0,123.0,246.0,0.0
