code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
59391,Mastaing,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,900,0,0,4.Rural non périurbain,50.3076,3.3012,StopArea:OCE87343475,Lourches,,2.996,0,0,0,0
59393,Maulde,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,955,1,0,4.Rural non périurbain,50.4965,3.4241,STOPAREA:59:1329,LECELLES - Eglise,,3.507,0,0,0,0
59403,Millonfosse,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,708,4,0,2.Urbain intermédiaire,50.4273,3.3782,STOPAREA:59:1912,ROSULT - Nouveau Jeu,,1.467,0,0,0,0
59418,Mortagne-du-Nord,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1581,6,0,4.Rural non périurbain,50.4995,3.4534,STOPAREA:59:1330,LECELLES - Point du Jour,,5.539,0,0,0,0
59429,Neuville-sur-Escaut,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,2759,5,0,2.Urbain intermédiaire,50.2922,3.3491,StopArea:OCE87345389,Bouchain,,1.991,0,0,0,0
59434,Nivelle,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1393,4,0,3.Rural périurbain,50.4681,3.4645,STOPAREA:59:2164,SAINT AMAND LES EAUX - Lycée Couteaux,,2.724,0,0,0,0
59440,Noyelles-sur-Selle,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,661,2,0,2.Urbain intermédiaire,50.2796,3.3832,StopArea:OCE87345389,Bouchain,,3.661,0,0,0,0
59446,Oisy,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,695,1,0,2.Urbain intermédiaire,50.3524,3.4323,StopArea:OCE87343459,Denain,,3.683,0,0,0,0
59491,Raismes,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,12140,3,1,2.Urbain intermédiaire,50.4117,3.4886,StopArea:OCE87343319,Raismes,,2.479,0,0,0,0
59511,Rosult,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1997,15,0,2.Urbain intermédiaire,50.4548,3.3607,STOPAREA:59:1908,ROSULT - Calvaire,bus | rail,0.348,2,7,20,102
59519,Rumegies,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1738,3,0,2.Urbain intermédiaire,50.4918,3.3569,STOPAREA:59:1934,RUMEGIES - Rue Molière,bus,0.205,2,6,16,55
59504,Rœulx,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,3767,11,0,2.Urbain intermédiaire,50.3137,3.3281,StopArea:OCE87343475,Lourches,,1.138,0,0,0,0
59526,Saint-Amand-les-Eaux,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,16042,93,2,2.Urbain intermédiaire,50.4382,3.4447,STOPAREA:59:2164,SAINT AMAND LES EAUX - Lycée Couteaux,,1.058,0,0,0,0
59554,Sars-et-Rosières,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,613,2,0,3.Rural périurbain,50.4469,3.3295,STOPAREA:59:2046,SARS ET ROSIERES - Mairie,bus,0.162,1,3,10,22
59589,Thiant,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,2963,4,0,2.Urbain intermédiaire,50.2962,3.4395,StopArea:OCE87343418,Prouvy - Thiant,,2.735,0,0,0,0
59594,Thun-Saint-Amand,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1102,4,0,3.Rural périurbain,50.4856,3.448,STOPAREA:59:1329,LECELLES - Eglise,,4.038,0,0,0,0
59603,Trith-Saint-Léger,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,6062,7,0,2.Urbain intermédiaire,50.3295,3.4879,StopArea:OCE87343400,Trith-Saint-Léger,bus | rail,0.256,1,1,15,15
59632,Wallers,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,5618,18,0,2.Urbain intermédiaire,50.3745,3.3944,StopArea:OCE87343301,Wallers,,1.112,0,0,0,0
59645,Wasnes-au-Bac,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,596,2,0,4.Rural non périurbain,50.2696,3.2528,StopArea:OCE87345389,Bouchain,,5.689,0,0,0,0
59651,Wavrechain-sous-Denain,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,1606,10,0,2.Urbain intermédiaire,50.3337,3.4218,StopArea:OCE87343459,Denain,,2.352,0,0,0,0
59652,Wavrechain-sous-Faulx,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,432,0,0,2.Urbain intermédiaire,50.2684,3.2844,StopArea:OCE87345389,Bouchain,,3.534,0,0,0,0
59192,Émerchicourt,59,59 - Nord,200042190,Communauté d'agglomération de la Porte du Hainaut,813,0,0,2.Urbain intermédiaire,50.3126,3.2549,STOPAREA:59:0034,ANICHE - Azincourt,,1.609,0,0,0,0
59037,Avesnes-les-Aubert,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,3584,8,0,2.Urbain intermédiaire,50.1931,3.3726,StopArea:OCE87345397,Iwuy,,4.744,0,0,0,0
59055,Bazuel,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,549,0,0,4.Rural non périurbain,50.0819,3.597,STOPAREA:59:0230,BAZUEL - Centre,,1.148,0,0,0,0
59059,Beaumont-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,457,1,0,2.Urbain intermédiaire,50.126,3.4527,STOPAREA:59:0246,BEAUMONT-EN-CAMBRESIS - Beaumont Village,bus,0.187,1,2,6,12
59063,Beauvois-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1948,1,0,2.Urbain intermédiaire,50.1407,3.3839,STOPAREA:59:0261,BEAUVOIS-EN-CAMBRESIS - Wattremez,bus,0.244,2,3,12,18
59074,Bertry,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,2138,5,0,4.Rural non périurbain,50.0833,3.4425,StopArea:OCE87345553,Bertry,bus | rail,0.982,0,1,0,2
59102,Boussières-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,450,0,0,3.Rural périurbain,50.1617,3.3739,STOPAREA:59:0260,BEAUVOIS-EN-CAMBRESIS - Station,,2.275,0,0,0,0
59108,Briastre,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,695,3,0,4.Rural non périurbain,50.1508,3.4895,STOPAREA:59:2122,SOLESMES - Amerval,,3.683,0,0,0,0
59118,Busigny,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,2437,0,0,4.Rural non périurbain,50.0417,3.4677,StopArea:OCE87296244,Busigny,,1.537,0,0,0,0
59075,Béthencourt,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,697,2,0,2.Urbain intermédiaire,50.1426,3.421,STOPAREA:59:0573,CAUDRY - Gare Routière,,1.703,0,0,0,0
59081,Bévillers,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,537,4,0,4.Rural non périurbain,50.1578,3.3885,STOPAREA:59:0260,BEAUVOIS-EN-CAMBRESIS - Station,,1.916,0,0,0,0
59132,Carnières,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,987,5,0,3.Rural périurbain,50.1636,3.3417,STOPAREA:59:0528,CARNIERES - Hameau Boistrancourt,,1.567,0,0,0,0
59137,Catillon-sur-Sambre,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,783,0,0,4.Rural non périurbain,50.0738,3.6429,STOPAREA:59:0559,CATILLON-SUR-SAMBRE - Centre,bus,0.144,1,2,3,6
59138,Cattenières,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,687,2,0,3.Rural périurbain,50.1319,3.335,StopArea:OCE87345587,Cattenières,bus | rail,0.406,1,1,2,2
59139,Caudry,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,14032,22,4,2.Urbain intermédiaire,50.1191,3.4175,STOPAREA:59:0575,CAUDRY - Hôtel de Ville,bus,0.692,0,2,0,12
59140,Caullery,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,464,0,0,2.Urbain intermédiaire,50.0817,3.3737,StopArea:OCE87345561,Caudry,,4.19,0,0,0,0
59149,Clary,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1087,0,0,4.Rural non périurbain,50.0688,3.3963,StopArea:OCE87345553,Bertry,,4.498,0,0,0,0
59171,Dehéries,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,42,0,0,4.Rural non périurbain,50.0492,3.3435,02:02461,SERAIN - PLACE ABRI,,2.936,0,0,0,0
59213,Estourmel,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,470,0,0,3.Rural périurbain,50.1512,3.3213,STOPAREA:59:0858,ESTOURMEL - Igniel,bus,0.389,1,1,6,6
59243,Fontaine-au-Pire,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1209,1,0,2.Urbain intermédiaire,50.1308,3.368,STOPAREA:59:0260,BEAUVOIS-EN-CAMBRESIS - Station,,1.451,0,0,0,0
59287,Haucourt-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,192,0,0,3.Rural périurbain,50.1033,3.3425,StopArea:OCE87345587,Cattenières,,2.855,0,0,0,0
59311,Honnechy,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,558,2,0,4.Rural non périurbain,50.0685,3.4797,StopArea:OCE87345546,Maurois,,1.699,0,0,0,0
59321,Inchy,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,627,0,0,2.Urbain intermédiaire,50.1223,3.4719,STOPAREA:59:1220,INCHY - Eglise,bus,0.739,0,1,0,6
59274,La Groise,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,470,0,0,4.Rural non périurbain,50.0788,3.6816,STOPAREA:59:1260,LA GROISE - Monument,bus,0.421,1,3,3,13
59136,Le Cateau-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,6846,4,4,2.Urbain intermédiaire,50.0873,3.5354,02:01559,LE CATEAU C. - GARE SNCF,bus | rail,0.56,0,5,0,33
59349,Ligny-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1874,5,0,2.Urbain intermédiaire,50.1011,3.377,StopArea:OCE87345561,Caudry,,2.602,0,0,0,0
59372,Malincourt,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,487,0,0,3.Rural périurbain,50.0356,3.3259,02:02461,SERAIN - PLACE ABRI,,3.072,0,0,0,0
59382,Maretz,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1403,4,0,4.Rural non périurbain,50.0452,3.421,StopArea:OCE87296244,Busigny,,1.922,0,0,0,0
59394,Maurois,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,405,2,0,4.Rural non périurbain,50.0717,3.4586,StopArea:OCE87345546,Maurois,bus | rail,0.448,1,1,2,2
59395,Mazinghien,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,279,0,0,4.Rural non périurbain,50.0495,3.5986,02:00526,LA VALLEE M. - X  D 77 ET D 68,,3.72,0,0,0,0
59412,Montay,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,275,3,0,4.Rural non périurbain,50.1238,3.532,STOPAREA:59:1302,LE CATEAU-CAMBRESIS - Gare Routière,,1.774,0,0,0,0
59413,Montigny-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,552,0,0,4.Rural non périurbain,50.0893,3.411,StopArea:OCE87345561,Caudry,,2.467,0,0,0,0
59430,Neuvilly,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1091,0,0,4.Rural non périurbain,50.1337,3.5137,STOPAREA:59:2122,SOLESMES - Amerval,,2.54,0,0,0,0
59450,Ors,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,639,7,0,4.Rural non périurbain,50.1061,3.6338,StopArea:OCE87295667,Ors,bus | rail,0.578,0,3,0,12
59465,Pommereuil,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,779,1,0,4.Rural non périurbain,50.1168,3.5855,STOPAREA:59:1781,POMMEREUIL - Place des Combattants,bus,0.992,0,1,0,3
59485,Quiévy,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1800,0,0,2.Urbain intermédiaire,50.1627,3.422,STOPAREA:59:0257,BEAUVOIS-EN-CAMBRESIS - Jeune Bois,,3.34,0,0,0,0
59496,Rejet-de-Beaulieu,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,227,0,0,4.Rural non périurbain,50.0439,3.6351,STOPAREA:59:0559,CATILLON-SUR-SAMBRE - Centre,,3.494,0,0,0,0
59498,Reumont,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,341,2,0,4.Rural non périurbain,50.0859,3.4758,StopArea:OCE87345553,Bertry,,2.008,0,0,0,0
59528,Saint-Aubert,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1563,5,0,3.Rural périurbain,50.2067,3.4215,STOPAREA:59:2125,SOLESMES - Collège Saint Exupéry,,5.614,0,0,0,0
59531,Saint-Benin,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,341,4,0,4.Rural non périurbain,50.0763,3.5315,02:02259,ST BENIN - SAINT BENIN,bus,0.351,1,1,7,7
59533,Saint-Hilaire-lez-Cambrai,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1557,0,0,2.Urbain intermédiaire,50.1796,3.4197,STOPAREA:59:0257,BEAUVOIS-EN-CAMBRESIS - Jeune Bois,,4.959,0,0,0,0
59545,Saint-Souplet,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,1197,2,0,4.Rural non périurbain,50.0526,3.5195,02:02261,ST SOUPLET - HAUT,bus,0.888,0,1,0,7
59547,Saint-Vaast-en-Cambrésis,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,855,0,0,2.Urbain intermédiaire,50.1948,3.4286,STOPAREA:59:2125,SOLESMES - Collège Saint Exupéry,,4.876,0,0,0,0
59604,Troisvilles,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,808,1,0,4.Rural non périurbain,50.1013,3.4727,STOPAREA:59:2332,TROISVILLES - Eglise,bus,0.467,1,3,6,18
59624,Villers-Outréaux,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,2137,0,0,3.Rural périurbain,50.0304,3.291,02:01885,AUBENCHEUL A. - PLACE ABRI,,1.769,0,0,0,0
59631,Walincourt-Selvigny,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,2091,3,0,3.Rural périurbain,50.0763,3.3388,02:02461,SERAIN - PLACE ABRI,,5.784,0,0,0,0
59191,Élincourt,59,59 - Nord,200030633,Communauté d'agglomération du Caudrésis et du Catésis,618,0,0,4.Rural non périurbain,50.0477,3.3692,02:02461,SERAIN - PLACE ABRI,,2.246,0,0,0,0
59008,Aniche,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,10001,18,1,2.Urbain intermédiaire,50.3301,3.2583,STOPAREA:59:0034,ANICHE - Azincourt,bus,0.662,0,2,0,15
59024,Auberchicourt,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,4626,7,0,2.Urbain intermédiaire,50.3308,3.227,STOPAREA:59:0037,ANICHE - Delforge,,1.218,0,0,0,0
59113,Bruille-lez-Marchiennes,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1345,4,0,2.Urbain intermédiaire,50.3547,3.2412,STOPAREA:59:0037,ANICHE - Delforge,,2.315,0,0,0,0
59203,Erre,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1576,6,0,2.Urbain intermédiaire,50.3677,3.3198,STOPAREA:59:2152,SOMAIN - La Broucheuse,,2.889,0,0,0,0
59227,Fenain,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,5533,24,0,2.Urbain intermédiaire,50.3656,3.2998,STOPAREA:59:2155,SOMAIN - Place,,1.533,0,0,0,0
59314,Hornaing,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,3522,4,0,2.Urbain intermédiaire,50.3693,3.3373,STOPAREA:59:2445,WANDIGNIES HAMAGE - La Navie,,2.852,0,0,0,0
59345,Lewarde,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,2388,2,0,2.Urbain intermédiaire,50.3364,3.1682,StopArea:OCE87345306,Montigny-en-Ostrevent,,3.137,0,0,0,0
59354,Loffre,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,717,0,0,2.Urbain intermédiaire,50.3541,3.172,StopArea:OCE87345306,Montigny-en-Ostrevent,,1.424,0,0,0,0
59375,Marchiennes,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,4506,16,0,3.Rural périurbain,50.4128,3.2482,STOPAREA:59:1464,MARCHIENNES - Rue des Jardins,,1.612,0,0,0,0
59390,Masny,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,4028,7,0,2.Urbain intermédiaire,50.3441,3.194,StopArea:OCE87345306,Montigny-en-Ostrevent,,1.977,0,0,0,0
59409,Monchecourt,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,2488,6,0,3.Rural périurbain,50.307,3.2113,STOPAREA:59:0037,ANICHE - Delforge,,3.765,0,0,0,0
59414,Montigny-en-Ostrevent,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,4588,2,0,2.Urbain intermédiaire,50.3685,3.1833,StopArea:OCE87345306,Montigny-en-Ostrevent,bus | rail,0.856,0,1,0,45
59456,Pecquencourt,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,6160,8,0,2.Urbain intermédiaire,50.3755,3.2197,STOPAREA:59:1755,PECQUENCOURT - Institut d'Anchin,bus,0.918,0,1,0,2
59501,Rieulay,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1226,4,0,2.Urbain intermédiaire,50.3868,3.2669,STOPAREA:59:1876,RIEULAY - Place,,1.126,0,0,0,0
59574,Somain,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,11902,58,0,2.Urbain intermédiaire,50.3595,3.2717,StopArea:OCE87345314,Somain,bus | rail,0.581,0,4,0,142
59596,Tilloy-lez-Marchiennes,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,538,1,0,3.Rural périurbain,50.4296,3.325,STOPAREA:59:2313,TILLOY LEZ MARCHIENNES - Petite Chapelle,bus,0.342,1,5,4,29
59629,Vred,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1311,7,0,3.Rural périurbain,50.3942,3.2311,STOPAREA:59:1755,PECQUENCOURT - Institut d'Anchin,,1.407,0,0,0,0
59637,Wandignies-Hamage,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1310,10,0,3.Rural périurbain,50.3978,3.3219,STOPAREA:59:2445,WANDIGNIES HAMAGE - La Navie,bus,0.543,0,3,0,10
59642,Warlaing,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,599,6,0,3.Rural périurbain,50.4087,3.3246,STOPAREA:59:2476,WARLAING - Eglise,bus,0.29,2,4,8,16
59185,Écaillon,59,59 - Nord,245901152,Communauté de communes Cœur d'Ostrevent,1883,1,0,2.Urbain intermédiaire,50.3469,3.218,STOPAREA:59:0037,ANICHE - Delforge,,2.311,0,0,0,0
59035,Avesnelles,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,2254,8,0,2.Urbain intermédiaire,50.1065,3.9531,STOPAREA:59:0141,AVESNELLES - Gros Caillou,bus,0.307,1,2,25,47
59036,Avesnes-sur-Helpe,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,4088,9,2,2.Urbain intermédiaire,50.1224,3.9269,STOPAREA:59:0164,AVESNES-SUR-HELPE - Vauban,bus | rail,0.103,3,8,229,460
59050,Bas-Lieu,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,344,1,0,4.Rural non périurbain,50.1424,3.9544,STOPAREA:59:0211,BAS-LIEU - Verte Vallée,bus,0.488,1,1,24,24
59061,Beaurepaire-sur-Sambre,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,277,0,0,4.Rural non périurbain,50.0611,3.7988,STOPAREA:59:0251,BEAUREPAIRE-SUR-SAMBRE - Ecole,bus,0.365,2,2,12,12
59062,Beaurieux,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,167,0,0,4.Rural non périurbain,50.1799,4.1337,STOPAREA:59:0254,BEAURIEUX - Foyer Rural,bus,0.628,0,1,0,8
59078,Beugnies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,608,0,0,3.Rural périurbain,50.1674,3.999,STOPAREA:59:0319,BEUGNIES - La Charnould,bus,0.711,0,1,0,1
59093,Boulogne-sur-Helpe,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,294,0,0,4.Rural non périurbain,50.0763,3.8901,STOPAREA:59:0397,BOULOGNE-SUR-HELPE - Le Village,bus,0.433,2,4,13,25
59066,Bérelles,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,162,0,0,4.Rural non périurbain,50.2098,4.1035,STOPAREA:59:0763,BERELLES - Centre,bus,0.599,0,3,0,20
59134,Cartignies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,1234,1,0,4.Rural non périurbain,50.0753,3.8421,STOPAREA:59:0533,CARTIGNIES - Le Buisson Moreau,,1.228,0,0,0,0
59147,Choisies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,44,0,0,3.Rural périurbain,50.2129,4.0471,STOPAREA:59:0595,CHOISIES - Eglise,bus,0.391,1,1,4,4
59148,Clairfayts,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,361,0,0,4.Rural non périurbain,50.153,4.1286,STOPAREA:59:0598,CLAIRFAYTS - Mairie,bus,0.722,0,1,0,10
59169,Damousies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,205,0,0,3.Rural périurbain,50.2184,4.008,STOPAREA:59:0672,DAMOUSIES - Monument,bus,0.547,0,2,0,23
59174,Dimechaux,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,327,1,0,3.Rural périurbain,50.1965,4.0464,STOPAREA:59:0689,DIMECHAUX - Ecole,bus,0.321,2,2,19,19
59175,Dimont,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,296,2,0,3.Rural périurbain,50.187,4.0222,STOPAREA:59:0691,DIMONT - Ecole,bus,0.521,0,2,0,19
59177,Dompierre-sur-Helpe,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,837,1,0,4.Rural non périurbain,50.1424,3.8541,STOPAREA:59:0697,DOMPIERRE-SUR-HELPE - Le Village,bus,0.622,0,1,0,16
59181,Dourlers,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,537,3,0,3.Rural périurbain,50.1731,3.9518,STOPAREA:59:0732,DOURLERS - Arouzies,bus,0.278,4,4,56,56
59186,Eccles,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,92,0,0,3.Rural périurbain,50.1988,4.0981,STOPAREA:59:0763,BERELLES - Centre,bus,0.684,0,1,0,10
59226,Felleries,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,1459,1,0,4.Rural non périurbain,50.1412,4.0584,STOPAREA:59:0911,FELLERIES - Le Muids,,1.037,0,0,0,0
59233,Flaumont-Waudrechies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,345,1,0,4.Rural non périurbain,50.1308,3.9682,STOPAREA:59:0924,FLAUMONT-WAUDRECHIES - Ecole,bus,0.351,1,2,3,14
59240,Floursies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,127,1,0,3.Rural périurbain,50.1857,3.9699,STOPAREA:59:0943,FLOURSIES - Place de l'Eglise,bus,0.516,0,1,0,4
59241,Floyon,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,508,0,0,4.Rural non périurbain,50.038,3.8802,STOPAREA:59:0950,FLOYON - Place de la Mairie,bus,0.603,0,1,0,11
59270,Grand-Fayt,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,471,7,0,4.Rural non périurbain,50.1116,3.7977,STOPAREA:59:1056,GRAND-FAYT - Mairie,bus,0.392,3,3,20,20
59290,Haut-Lieu,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,374,0,0,4.Rural non périurbain,50.1045,3.9026,STOPAREA:59:1123,HAUT-LIEU - Place,bus,0.794,0,2,0,20
59306,Hestrud,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,299,3,0,4.Rural non périurbain,50.2035,4.1402,STOPAREA:59:1156,HESTRUD - La Graveline,bus,0.852,0,1,0,10
59333,Larouillies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,239,0,0,4.Rural non périurbain,50.038,3.9313,STOPAREA:59:1295,LAROUILLIES - Mairie,bus,0.474,1,1,11,11
59342,Lez-Fontaine,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,232,3,0,3.Rural périurbain,50.1729,4.0597,STOPAREA:59:2624,LEZ-FONTAINE - Théâtre de Verdure,bus,0.203,1,2,22,26
59347,Liessies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,529,0,0,4.Rural non périurbain,50.1086,4.0805,STOPAREA:59:1373,LIESSIES - Clémenceau,bus,0.759,0,1,0,3
59374,Marbaix,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,468,0,0,4.Rural non périurbain,50.1292,3.8367,STOPAREA:59:1457,MARBAIX - Place,bus,0.264,1,1,13,13
59461,Petit-Fayt,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,286,0,0,4.Rural non périurbain,50.1013,3.8335,STOPAREA:59:1761,PETIT-FAYT - Eglise,,1.036,0,0,0,0
59474,Prisches,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,1046,0,0,4.Rural non périurbain,50.0783,3.7592,STOPAREA:59:1808,PRISCHES - Ecole,bus,0.769,0,2,0,25
59490,Rainsars,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,194,2,0,4.Rural non périurbain,50.0704,4.0006,STOPAREA:59:1850,RAINSARS - Place,bus,0.707,0,1,0,8
59493,Ramousies,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,224,0,0,4.Rural non périurbain,50.1167,4.035,STOPAREA:59:1851,RAMOUSIES - La Fontaine,bus,0.349,1,2,7,10
59525,Sains-du-Nord,59,59 - Nord,200043263,Communauté de communes Cœur de l'Avesnois,2766,2,0,4.Rural non périurbain,50.086,4.0362,STOPAREA:59:1967,SAINS-DU-NORD - Croix de Glageon,bus,0.792,0,2,0,13
