code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
02001,Abbécourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,513,9,0,2.Urbain intermédiaire,49.5997,3.1824,02:02488,CHAUNY - PONT CANAL,,2.96,0,0,0,0
02002,Achery,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,586,1,0,4.Rural non périurbain,49.6935,3.3974,02:00629,ACHERY - ABRI,bus,0.538,0,1,0,16
02014,Amigny-Rouy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,710,9,0,4.Rural non périurbain,49.6111,3.3059,02:00569,AMIGNY ROUY - ABRI CALVAIRE,bus,0.136,2,3,49,74
02016,Andelain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,211,4,0,4.Rural non périurbain,49.6428,3.3686,StopArea:OCE87296632,La Fère,,1.694,0,0,0,0
02017,Anguilcourt-le-Sart,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,281,2,0,4.Rural non périurbain,49.6971,3.424,02:02312,ANGUILCOURT L. - MAIRIE ECOLE ABR,,1.08,0,0,0,0
02041,Autreville,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,791,13,0,4.Rural non périurbain,49.5878,3.2378,02:02485,AUTREVILLE - ABRI,bus,0.359,1,3,19,65
02056,Beaumont-en-Beine,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,172,2,0,4.Rural non périurbain,49.6876,3.1317,80:08937,VILLESELVE  - Route De Brouchy Rd,,1.436,0,0,0,0
02059,Beautor,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2625,6,2,2.Urbain intermédiaire,49.6472,3.3361,02:04013,BEAUTOR - CIMETIERE,,1.947,0,0,0,0
02074,Bertaucourt-Epourdon,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,586,7,0,3.Rural périurbain,49.6283,3.3988,02:00548,ST GOBAIN - HOSPITAL,,3.491,0,0,0,0
02086,Bichancourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,989,2,0,4.Rural non périurbain,49.5787,3.2135,02:02485,AUTREVILLE - ABRI,,2.016,0,0,0,0
02122,Brie,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,54,0,0,3.Rural périurbain,49.5992,3.4722,02:00058,BRIE - CENTRE,bus,0.762,0,1,0,8
02081,Béthancourt-en-Vaux,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,425,7,0,4.Rural non périurbain,49.6274,3.1376,STOPAREA:60:0981,BEAUGIES-SOUS-BOIS - Chemin de Berlancourt,,2.795,0,0,0,0
02139,Caillouël-Crépigny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,459,8,0,4.Rural non périurbain,49.6174,3.1226,STOPAREA:60:1591,MONDESCOURT - Ecole,,2.285,0,0,0,0
02145,Caumont,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,546,0,0,4.Rural non périurbain,49.6374,3.173,02:02491,VILLEQUIER A. - CIMETIERE,,2.79,0,0,0,0
02165,Charmes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1596,7,0,2.Urbain intermédiaire,49.6524,3.3834,02:00314,LA FERE - CARREFOUR DE LAON,bus,0.861,0,1,0,16
02173,Chauny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,11456,95,3,2.Urbain intermédiaire,49.6185,3.2192,02:02489,CHAUNY - ARRET PROMENADES,bus | rail,0.19,2,5,49,166
02207,Commenchon,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,219,3,0,4.Rural non périurbain,49.6415,3.1488,STOPAREA:60:0981,BEAUGIES-SOUS-BOIS - Chemin de Berlancourt,,3.151,0,0,0,0
02212,Condren,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,682,1,0,2.Urbain intermédiaire,49.6332,3.2767,StopArea:OCE87297051,Viry-Noureuil,,2.018,0,0,0,0
02222,Courbes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,39,0,0,4.Rural non périurbain,49.6804,3.4567,02:00627,COURBES - ABRI MAIRIE,bus,0.594,0,1,0,3
02260,Danizy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,624,3,0,2.Urbain intermédiaire,49.6658,3.4037,02:00956,DANIZY - PLACE MAIRIE,bus,0.899,0,1,0,18
02262,Deuillet,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,202,2,0,4.Rural non périurbain,49.6271,3.3571,02:00551,ST GOBAIN - LE PIED DU MONT,,3.114,0,0,0,0
02329,Fourdrain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,414,1,0,3.Rural périurbain,49.617,3.4569,02:00061,FOURDRAIN - LA BOVETTE TRANSF,bus,0.445,1,1,6,6
02335,Fressancourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,171,1,0,3.Rural périurbain,49.629,3.4289,02:00061,FOURDRAIN - LA BOVETTE TRANSF,,2.489,0,0,0,0
02336,Frières-Faillouël,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,976,5,0,4.Rural non périurbain,49.6841,3.2366,02:02210,FRIERES F. - FAILLOUEL ABRI,,1.239,0,0,0,0
02362,Guivry,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,239,2,0,4.Rural non périurbain,49.6504,3.1196,STOPAREA:60:0981,BEAUGIES-SOUS-BOIS - Chemin de Berlancourt,,1.473,0,0,0,0
02304,La Fère,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2860,3,0,2.Urbain intermédiaire,49.6683,3.3694,02:00318,LA FERE - COLLEGE MARIE DE LUXEMB,bus,0.643,0,4,0,122
02546,La Neuville-en-Beine,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,191,0,0,4.Rural non périurbain,49.6759,3.1583,80:08937,VILLESELVE  - Route De Brouchy Rd,,3.722,0,0,0,0
02431,Liez,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,383,1,0,4.Rural non périurbain,49.6933,3.3002,02:03935,CANLERS/TRAVECY - CANLERS,,1.77,0,0,0,0
02456,Manicamp,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,306,4,0,4.Rural non périurbain,49.5653,3.1805,StopArea:OCE87296459,Appilly,,4.625,0,0,0,0
02461,Marest-Dampcourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,342,4,0,4.Rural non périurbain,49.5942,3.1488,StopArea:OCE87296459,Appilly,,2.533,0,0,0,0
02473,Mayot,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,213,0,0,3.Rural périurbain,49.7093,3.3962,02:00628,MAYOT - ABRI,,1.047,0,0,0,0
02474,Mennessis,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,407,1,0,4.Rural non périurbain,49.6915,3.2726,StopArea:OCE87296434,Mennessis,bus | rail,0.159,1,1,32,32
02492,Monceau-lès-Leups,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,434,3,0,3.Rural périurbain,49.6621,3.4813,02:02109,MONCEAU LES L. - ABRI MAIRIE,,1.344,0,0,0,0
02542,Neuflieux,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,78,2,0,4.Rural non périurbain,49.6173,3.1596,02:00560,CHAUNY - PLACE BOUZIER,,3.921,0,0,0,0
02566,Ognes,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1113,16,0,2.Urbain intermédiaire,49.616,3.1897,02:00560,CHAUNY - PLACE BOUZIER,,1.755,0,0,0,0
02599,Pierremande,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,249,1,0,4.Rural non périurbain,49.5662,3.2535,02:01977,PIERREMANDE - PLACE ABRI,bus,0.648,0,1,0,19
02631,Quierzy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,419,2,0,4.Rural non périurbain,49.5638,3.1466,STOPAREA:60:1004,BRÉTIGNY - Ecole,,2.573,0,0,0,0
02651,Rogécourt,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,94,0,0,3.Rural périurbain,49.6493,3.4141,StopArea:OCE87296608,Versigny,,1.673,0,0,0,0
02680,Saint-Gobain,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,2313,10,0,4.Rural non périurbain,49.5966,3.394,02:00550,ST GOBAIN - EC. MATERNELLE,,1.052,0,0,0,0
02685,Saint-Nicolas-aux-Bois,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,116,0,0,3.Rural périurbain,49.6005,3.4391,02:02356,ST NICOLAS A. - ABRI,bus,0.957,0,1,0,1
02716,Servais,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,290,0,0,4.Rural non périurbain,49.6194,3.3422,02:00569,AMIGNY ROUY - ABRI CALVAIRE,,2.771,0,0,0,0
02719,Sinceny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1988,19,0,4.Rural non périurbain,49.5931,3.2668,02:00554,SINCENY - ABRI MAIRIE,,1.171,0,0,0,0
02738,Tergnier,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,13261,37,0,2.Urbain intermédiaire,49.6562,3.2949,StopArea:OCE87296442,Tergnier,bus | rail,0.367,1,1,76,76
02746,Travecy,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,683,4,0,4.Rural non périurbain,49.685,3.3454,02:00624,TRAVECY - ABRI,bus,0.986,0,1,0,33
02754,Ugny-le-Gay,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,186,5,0,4.Rural non périurbain,49.6623,3.1569,02:04939,VILLEQUIER A. - PLACE,,3.56,0,0,0,0
02788,Versigny,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,467,0,0,3.Rural périurbain,49.6571,3.4435,StopArea:OCE87296608,Versigny,bus | rail,0.71,0,1,0,21
02807,Villequier-Aumont,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,675,2,0,4.Rural non périurbain,49.66,3.1991,02:04939,VILLEQUIER A. - PLACE,bus,0.531,0,2,0,29
02820,Viry-Noureuil,02,02 - Aisne,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,1682,17,0,2.Urbain intermédiaire,49.6355,3.2483,StopArea:OCE87297051,Viry-Noureuil,bus | rail,0.915,0,1,0,4
02003,Acy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1013,13,0,3.Rural périurbain,49.3476,3.4188,02:01171,BILLY S/ A. - X ACY ET VENIZEL,,1.854,0,0,0,0
02043,Bagneux,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,62,0,0,3.Rural périurbain,49.4595,3.2776,02:01996,LEUILLY /S C. - BANC DE PIERRE,,5.234,0,0,0,0
02064,Belleu,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,3624,9,0,2.Urbain intermédiaire,49.3597,3.3439,STOPAREA:02:0026,BELLEU - SOISSONS - Gare Routière Quai 8,,1.11,0,0,0,0
02564,Bernoy-le-Château,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,840,2,0,3.Rural périurbain,49.32,3.3067,02:00172,NOYANT ET A. - RTE CHATEAU THIERR,,2.11,0,0,0,0
02089,Billy-sur-Aisne,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1141,4,0,3.Rural périurbain,49.3555,3.3753,02:00847,BILLY S/ A. - CROISEMENT,,1.371,0,0,0,0
02175,Chavigny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,159,0,0,3.Rural périurbain,49.4229,3.309,02:02478,CROUY - VAUXROT ST LAUREN,,3.451,0,0,0,0
02226,Courmelles,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1831,3,0,2.Urbain intermédiaire,49.3456,3.2994,02:00173,BERZY LE S. - GARE,,2.32,0,0,0,0
02243,Crouy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,3041,7,0,2.Urbain intermédiaire,49.4073,3.3684,02:00680,CROUY - PLACE DE L EGLISE ABRI,bus | rail,0.769,0,2,0,16
02245,Cuffies,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1760,8,0,2.Urbain intermédiaire,49.4086,3.3197,02:02478,CROUY - VAUXROT ST LAUREN,,1.694,0,0,0,0
02253,Cuisy-en-Almont,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,358,0,0,3.Rural périurbain,49.422,3.2452,STOPAREA:02:0014,OSLY-COURTIL - 2 Route de Fontenoy,,2.469,0,0,0,0
02398,Juvigny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,286,0,0,3.Rural périurbain,49.4488,3.3178,02:01996,LEUILLY /S C. - BANC DE PIERRE,,3.557,0,0,0,0
02424,Leury,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,102,0,0,3.Rural périurbain,49.4246,3.3415,StopArea:OCE87271874,Crouy,,2.585,0,0,0,0
02477,Mercin-et-Vaux,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,945,6,0,3.Rural périurbain,49.3675,3.2693,02:00258,MERCIN ET V. - FACE 4 AV COMPIEGN,,1.964,0,0,0,0
02485,Missy-aux-Bois,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,98,2,0,3.Rural périurbain,49.3353,3.2491,02:00302,MISSY AUX B. - ABRI PLACE,bus,0.149,1,1,2,2
02576,Osly-Courtil,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,325,0,0,3.Rural périurbain,49.4,3.2363,STOPAREA:02:0014,OSLY-COURTIL - 2 Route de Fontenoy,bus,0.615,0,1,0,22
02593,Pasly,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1061,2,0,3.Rural périurbain,49.4017,3.2969,STOPAREA:02:0003,POMMIERS - Église,,2.046,0,0,0,0
02607,Ploisy,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,97,0,0,3.Rural périurbain,49.332,3.2735,02:00302,MISSY AUX B. - ABRI PLACE,,1.745,0,0,0,0
02610,Pommiers,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,738,7,0,2.Urbain intermédiaire,49.3936,3.2805,STOPAREA:02:0003,POMMIERS - Église,bus,0.622,0,1,0,22
02706,Septmonts,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,571,2,0,3.Rural périurbain,49.3375,3.3641,02:00944,SEPTMONTS - PLACE,bus,0.496,1,1,3,3
02711,Serches,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,277,4,0,3.Rural périurbain,49.3322,3.4492,02:04198,LESGES - MONT DE SOISSONS,,1.119,0,0,0,0
02714,Sermoise,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,347,0,0,3.Rural périurbain,49.3717,3.4463,02:00846,SERMOISE - EGLISE,bus,0.468,1,1,13,13
02722,Soissons,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,28667,95,0,2.Urbain intermédiaire,49.3766,3.3235,02:04272,SOISSONS - JJ ROUSSEAU,bus,0.149,5,12,39,205
02770,Vauxbuin,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,771,0,0,2.Urbain intermédiaire,49.3577,3.2957,STOPAREA:02:0019,SOISSONS - LE CORBUSIER CITE SCOL,,1.604,0,0,0,0
02767,Vauxrezis,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,325,0,0,3.Rural périurbain,49.4213,3.2747,STOPAREA:02:0003,POMMIERS - Église,,3.146,0,0,0,0
02780,Venizel,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,1333,6,0,3.Rural périurbain,49.369,3.395,02:00847,BILLY S/ A. - CROISEMENT,bus,0.782,0,1,0,16
02805,Villeneuve-Saint-Germain,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,2585,5,0,2.Urbain intermédiaire,49.3809,3.3595,02:00031,BUCY LE L. - DISTILLERIE,,1.642,0,0,0,0
02828,Vregny,02,02 - Aisne,240200477,Communauté d'agglomération GrandSoissons Agglomération,90,0,0,3.Rural périurbain,49.4142,3.4189,02:00679,MARGIVAL - LE PONT ROUGE,,1.401,0,0,0,0
02023,Armentières-sur-Ourcq,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,98,2,0,4.Rural non périurbain,49.1731,3.3916,02:01381,ARMENTIERES S. - MAIRIE,,1.237,0,0,0,0
02042,Azy-sur-Marne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,370,1,0,3.Rural périurbain,49.0061,3.3575,02:01204,BONNEIL - VILLAGE,bus,0.686,0,2,0,24
02051,Barzy-sur-Marne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,399,2,0,4.Rural non périurbain,49.09,3.5586,02:00830,BARZY S/ M. - ABRI,bus,0.619,0,1,0,4
02062,Belleau,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,133,1,0,3.Rural périurbain,49.0803,3.3036,02:01099,BELLEAU - MAIRIE,,1.075,0,0,0,0
02083,Beuvardes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,741,3,0,4.Rural non périurbain,49.1278,3.4884,02:00926,BEUVARDES - LES TILLEULS,bus,0.787,0,1,0,7
02094,Blesmes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,473,2,0,2.Urbain intermédiaire,49.0258,3.4628,02:03837,BLESMES - LES BRUYERES,,1.681,0,0,0,0
02098,Bonneil,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,376,2,0,4.Rural non périurbain,49.0077,3.3476,02:01204,BONNEIL - VILLAGE,bus,0.058,1,1,12,12
02099,Bonnesvalyn,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,207,2,0,4.Rural non périurbain,49.1235,3.3273,02:01379,GRISOLLES - ABRI,,2.943,0,0,0,0
02105,Bouresches,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,187,1,0,3.Rural périurbain,49.0665,3.3191,02:01100,BOURESCHES - BOURESCHES,bus,0.889,0,1,0,2
02114,Brasles,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1711,13,0,2.Urbain intermédiaire,49.0579,3.4195,02:00930,BRASLES - BRIQUETTERIE,bus,0.274,1,2,7,8
02125,Brumetz,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,179,0,0,3.Rural périurbain,49.1124,3.1528,02:04237,BRUMETZ - MAIRIE ABRI,,1.327,0,0,0,0
02127,Bruyères-sur-Fère,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,195,0,0,4.Rural non périurbain,49.1994,3.445,02:01383,BRUYERES S/ F. - ABRI ECOLE,,1.07,0,0,0,0
02119,Brécy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,317,1,0,4.Rural non périurbain,49.1402,3.4263,02:00197,COINCY  - ABRI MAIRIE,,2.3,0,0,0,0
02137,Bussiares,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,131,0,0,3.Rural périurbain,49.0749,3.2501,02:01369,BUSSIARES - ABRI,,1.895,0,0,0,0
02085,Bézu-Saint-Germain,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,991,5,0,4.Rural non périurbain,49.1045,3.4082,02:00188,BEZU ST G. - PLACE MAIRIE ABRI,bus,0.423,1,1,32,32
02146,Celles-lès-Condé,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,94,0,0,4.Rural non périurbain,49.0158,3.5703,02:00221,CELLES LES C. - FACE ABRI,bus,0.454,2,2,4,4
02166,Chartèves,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,358,4,0,4.Rural non périurbain,49.0894,3.504,02:01261,CHARTEVES - ABRI,,1.573,0,0,0,0
02187,Chierry,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1169,9,0,2.Urbain intermédiaire,49.0326,3.4321,02:00237,CHIERRY - FACE ABRI,bus,0.763,0,4,0,27
02168,Château-Thierry,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,15068,175,3,2.Urbain intermédiaire,49.0556,3.3784,02:00191,CHATEAU T. - CES JEAN ROSTAND,bus,0.571,0,2,0,75
02185,Chézy-en-Orxois,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,377,1,0,3.Rural périurbain,49.1247,3.1565,02:01091,CHEZY EN O. - 1 RUE DU MONT,,1.823,0,0,0,0
02193,Cierges,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,64,0,0,4.Rural non périurbain,49.1659,3.6022,02:01168,COURMONT - ARRET EGLISE,,2.634,0,0,0,0
02203,Coincy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1281,5,0,4.Rural non périurbain,49.1548,3.4331,02:00197,COINCY  - ABRI MAIRIE,,1.082,0,0,0,0
02209,Condé-en-Brie,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,658,0,1,4.Rural non périurbain,48.9999,3.5602,02:00239,CONDE EN B. - EGLISE,bus,0.536,0,6,0,30
02213,Connigis,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,318,2,0,4.Rural non périurbain,49.0357,3.532,02:00223,CONNIGIS - PLACE,bus,0.412,1,2,7,11
02220,Coulonges-Cohan,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,443,4,0,3.Rural périurbain,49.1958,3.6238,02:01168,COURMONT - ARRET EGLISE,,6.209,0,0,0,0
02223,Courboin,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,301,1,0,4.Rural non périurbain,48.9956,3.5127,02:00241,CONDE EN B. - COLLEGE,,3.087,0,0,0,0
02225,Courchamps,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,82,0,0,3.Rural périurbain,49.1152,3.261,02:01373,COURCHAMPS - ABRI PLACE,bus,0.377,1,1,1,1
02227,Courmont,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,123,0,0,4.Rural non périurbain,49.1411,3.5712,02:01168,COURMONT - ARRET EGLISE,bus,0.998,0,1,0,4
02228,Courtemont-Varennes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,353,0,0,4.Rural non périurbain,49.0719,3.5414,02:04200,COURTEMONT V. - VARENNES ABRI,bus,0.204,2,3,13,19
02239,Crézancy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,1193,3,0,4.Rural non périurbain,49.0405,3.5169,02:00254,CONNIGIS - LAUNAY,bus,0.867,0,1,0,3
02458,Dhuys et Morin-en-Brie,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,825,4,0,3.Rural périurbain,48.8917,3.5092,02:00147,ROZOY B. - EGLISE,,5.405,0,0,0,0
02271,Dravegny,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,132,2,0,3.Rural périurbain,49.2425,3.6395,02:01593,CHERY C. - ECOLE ABRI,,2.793,0,0,0,0
02290,Essômes-sur-Marne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,2698,11,0,2.Urbain intermédiaire,49.033,3.3427,02:01221,ESSOMES S/ M. - MONNEAUX ECOLE,bus,0.887,0,2,0,4
02328,Fossoy,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,524,5,0,4.Rural non périurbain,49.0426,3.4821,02:00232,FOSSOY - RUE HERBEMMERY,bus,0.636,0,3,0,21
02332,Fresnes-en-Tardenois,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,278,1,0,4.Rural non périurbain,49.1448,3.5511,02:03981,FRESNES EN T. - ABRI,bus,0.365,1,1,4,4
02305,Fère-en-Tardenois,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,2881,3,0,4.Rural non périurbain,49.1833,3.5126,02:01154,FERE EN T. - VILLEMOYENNE,,1.018,0,0,0,0
02339,Gandelu,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,691,1,0,3.Rural périurbain,49.0796,3.1782,02:01541,GANDELU - ECOLE,,1.655,0,0,0,0
02347,Gland,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,429,1,0,4.Rural non périurbain,49.059,3.4602,02:00823,GLAND - VILLAGE,,1.278,0,0,0,0
02351,Goussancourt,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,117,1,0,3.Rural périurbain,49.1636,3.6541,02:01168,COURMONT - ARRET EGLISE,,5.887,0,0,0,0
02356,Grisolles,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,230,5,0,4.Rural non périurbain,49.1298,3.3718,02:01379,GRISOLLES - ABRI,,1.571,0,0,0,0
02375,Hautevesnes,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,162,0,0,3.Rural périurbain,49.114,3.2317,02:01374,HAUTEVESNES - EGLISE ABRI,bus,0.514,0,1,0,1
02389,Jaulgonne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,669,2,0,4.Rural non périurbain,49.0884,3.5315,02:00831,JAULGONNE - ABRI PLACE DU PUITS,bus,0.311,1,3,8,20
02241,La Croix-sur-Ourcq,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,89,0,0,4.Rural non périurbain,49.1589,3.3502,02:01379,GRISOLLES - ABRI,,2.104,0,0,0,0
02411,Latilly,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,199,1,0,4.Rural non périurbain,49.154,3.3123,02:00129,NEUILLY ST F. - ABRI RASSY,,3.092,0,0,0,0
02164,Le Charmel,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,324,1,0,4.Rural non périurbain,49.1106,3.5446,02:03624,LE CHARMEL - ECOLE,bus,0.544,0,1,0,4
02428,Licy-Clignon,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,70,1,0,3.Rural périurbain,49.1026,3.2654,02:00134,LICY CLIGNON - EGLISE,bus,0.721,0,1,0,2
02442,Loupeigne,02,02 - Aisne,200072031,Communauté d'agglomération de la Région de Château-Thierry,87,0,0,4.Rural non périurbain,49.2437,3.5251,02:00206,ARCY STE R. - BRANGES,,3.144,0,0,0,0
